Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2021-07-23,Business Income Tax,WIR4000259,1214474.29,,229878033.06,Tax Payment,WITHDRAWAL
2021-07-25,Surgical Adhesives,DEP4000260,884736.06,,228993297.00,Medical Supplies,WITHDRAWAL
2021-07-26,Risk Mitigation Fund,CHK4000261,84732.35,,228908564.65,Transfer,TRANSFER
2021-07-27,Network and Internet,REF4000262,379172.86,,228529391.79,Utilities,WITHDRAWAL
2021-07-29,Physical Therapy Session,EFT4000263,,629620.85,229159012.64,Patient Revenue,DEPOSIT
2021-07-30,Vehicle Fleet Lease,INV4000264,825770.55,,228333242.09,Rent Expense,WITHDRAWAL
2021-07-31,Environmental Services,REF4000265,1394777.57,,226938464.52,Salary Expense,WITHDRAWAL
2021-08-01,Emergency Room Charges,DEP4000266,,300205.64,227238670.16,Patient Revenue,DEPOSIT
2021-08-06,Pathology Microscope,ACH4000267,1967548.15,,225271122.01,Equipment,WITHDRAWAL
2021-08-09,Dental Plan Reimbursement,INV4000268,,708484.07,225979606.08,Insurance Revenue,DEPOSIT
2021-08-10,Patient Balance Settlement,WIR4000269,,535675.84,226515281.92,Patient Revenue,DEPOSIT
2021-08-11,Reimbursement - Aetna Health,INV4000270,,3415819.89,229931101.81,Insurance Revenue,DEPOSIT
2021-08-12,State Income Withholding,DEP4000271,1396196.32,,228534905.49,Tax Payment,WITHDRAWAL
2021-08-13,Environmental Services,REF4000272,1401541.87,,227133363.62,Salary Expense,WITHDRAWAL
2021-08-18,Antibiotic Treatment,CHK4000273,,814660.91,227948024.53,Pharmacy Revenue,DEPOSIT
2021-08-24,Visiting Specialist Fees,DEP4000274,1001623.95,,226946400.58,Salary Expense,WITHDRAWAL
2021-08-25,Billing and Coding Staff,ACH4000275,1413842.27,,225532558.31,Salary Expense,WITHDRAWAL
2021-08-29,Urgent Care Visit,ACH4000276,,258288.44,225790846.75,Patient Revenue,DEPOSIT
2021-08-30,Regulatory Filing Fee,INV4000277,388874.35,,225401972.40,Tax Payment,WITHDRAWAL
2021-09-04,State Medicaid Program,REF4000278,,325444.10,225727416.50,Insurance Revenue,DEPOSIT
2021-09-07,Drape and Covering Supplies,BAL4000279,1039542.20,,224687874.30,Medical Supplies,WITHDRAWAL
2021-09-08,Environmental Services,INV4000280,1040143.28,,223647731.02,Salary Expense,WITHDRAWAL
2021-09-10,Operating Room Bill,TXN4000281,,136592.26,223784323.28,Patient Revenue,DEPOSIT
2021-09-12,Drug Administration Fee,INV4000282,,685053.76,224469377.04,Patient Revenue,DEPOSIT
2021-09-13,Reimbursement - Cigna PPO,EFT4000283,,3398691.45,227868068.49,Insurance Revenue,DEPOSIT
2021-09-15,Security Incident Response,EFT4000284,283106.87,,227584961.62,Software Expense,WITHDRAWAL
2021-09-24,Pest Control Treatment,DEP4000285,715662.30,,226869299.32,Maintenance,WITHDRAWAL
2021-09-25,Operating Room Bill,EFT4000286,,260470.41,227129769.73,Patient Revenue,DEPOSIT
2021-09-26,Medication Compounding,INV4000287,,1266839.75,228396609.48,Pharmacy Revenue,DEPOSIT
2021-09-28,Security Incident Response,BAL4000288,215690.80,,228180918.68,Software Expense,WITHDRAWAL
2021-09-30,Drug Administration Fee,ACH4000289,,23418.54,228204337.22,Patient Revenue,DEPOSIT
2021-10-02,Reimbursement - Cigna PPO,CHK4000290,,2831237.01,231035574.23,Insurance Revenue,DEPOSIT
2021-10-03,Campus Security,INV4000291,1518887.49,,229516686.74,Salary Expense,WITHDRAWAL
2021-10-04,Visiting Specialist Fees,INV4000292,916468.92,,228600217.82,Salary Expense,WITHDRAWAL
2021-10-07,Reimbursement - Cigna PPO,EFT4000293,,1141623.54,229741841.36,Insurance Revenue,DEPOSIT
2021-10-10,Operating Room Bill,ACH4000294,,102861.00,229844702.36,Patient Revenue,DEPOSIT
2021-10-11,Reimbursement - Anthem Select,ACH4000295,,2918301.57,232763003.93,Insurance Revenue,DEPOSIT
2021-10-12,Billing and Coding Staff,REF4000296,417145.88,,232345858.05,Salary Expense,WITHDRAWAL
2021-10-13,Campus Security,WIR4000297,1268071.61,,231077786.44,Salary Expense,WITHDRAWAL
2021-10-15,Prescription Filling Revenue,CHK4000298,,384547.79,231462334.23,Pharmacy Revenue,DEPOSIT
2021-10-16,Imaging Equipment Lease,ACH4000299,911760.17,,230550574.06,Rent Expense,WITHDRAWAL
2021-10-17,Diagnostic Services,EFT4000300,,366348.86,230916922.92,Patient Revenue,DEPOSIT
2021-10-21,Billing and Coding Staff,INV4000301,1118535.22,,229798387.70,Salary Expense,WITHDRAWAL
2021-10-22,Respiratory Support,WIR4000302,246893.61,,229551494.09,Medical Supplies,WITHDRAWAL
2021-10-26,Diagnostic Services,CHK4000303,,507177.97,230058672.06,Patient Revenue,DEPOSIT
2021-10-28,Point of Care Testing,REF4000304,,327043.25,230385715.31,Lab Revenue,DEPOSIT
2021-10-29,Consultation Fee,ACH4000305,,476572.12,230862287.43,Patient Revenue,DEPOSIT
2021-10-31,Emergency Room Charges,WIR4000306,,418971.77,231281259.20,Patient Revenue,DEPOSIT
2021-11-03,Drug Administration Fee,WIR4000307,,713923.05,231995182.25,Patient Revenue,DEPOSIT
2021-11-06,Laboratory Test Kits,REF4000308,553782.13,,231441400.12,Medical Supplies,WITHDRAWAL
2021-11-09,Complete Blood Count Test,CHK4000309,,653689.88,232095090.00,Lab Revenue,DEPOSIT
2021-11-10,Reimbursement - Aetna Health,REF4000310,,2244873.80,234339963.80,Insurance Revenue,DEPOSIT
2021-11-18,Information Technology,WIR4000311,610728.46,,233729235.34,Salary Expense,WITHDRAWAL
2021-11-19,Vascular Access Equipment,ACH4000312,1078151.12,,232651084.22,Medical Supplies,WITHDRAWAL
2021-11-20,Physical Therapy Session,ACH4000313,,94780.07,232745864.29,Patient Revenue,DEPOSIT
2021-11-21,Advanced Ultrasound Machine,REF4000314,2667991.28,,230077873.01,Equipment,WITHDRAWAL
2021-11-22,Patient Balance Settlement,REF4000315,,146832.03,230224705.04,Patient Revenue,DEPOSIT
2021-11-23,Toxicology Screen,BAL4000316,,548853.53,230773558.57,Lab Revenue,DEPOSIT
2021-11-25,Comprehensive Metabolic Panel,INV4000317,,289519.67,231063078.24,Lab Revenue,DEPOSIT
2021-11-27,Drug Administration Fee,TXN4000318,,554420.49,231617498.73,Patient Revenue,DEPOSIT
2021-11-29,Environmental Services,CHK4000319,1449658.08,,230167840.65,Salary Expense,WITHDRAWAL
2021-12-03,Vaccination Administration,EFT4000320,,319368.15,230487208.80,Patient Revenue,DEPOSIT
2021-12-04,Operating Room Bill,TXN4000321,,116386.96,230603595.76,Patient Revenue,DEPOSIT
2021-12-05,Reimbursement - Humana Plus,TXN4000322,,465669.82,231069265.58,Insurance Revenue,DEPOSIT
2021-12-07,Medical Doctor Compensation,INV4000323,1100692.07,,229968573.51,Salary Expense,WITHDRAWAL
2021-12-08,Immunization Services,ACH4000324,,1106322.08,231074895.59,Pharmacy Revenue,DEPOSIT
2021-12-09,Tissue Sample Analysis,BAL4000325,,822753.18,231897648.77,Lab Revenue,DEPOSIT
2021-12-10,Reimbursement - Humana Plus,DEP4000326,,2121877.75,234019526.52,Insurance Revenue,DEPOSIT
2021-12-13,Drug Administration Fee,EFT4000327,,500017.44,234519543.96,Patient Revenue,DEPOSIT
2021-12-15,Physical Therapy Session,INV4000328,,38464.71,234558008.67,Patient Revenue,DEPOSIT
2021-12-16,State Medicaid Program,BAL4000329,,3253716.49,237811725.16,Insurance Revenue,DEPOSIT
2021-12-17,Physical Therapy Session,EFT4000330,,562955.10,238374680.26,Patient Revenue,DEPOSIT
2021-12-18,Emergency Room Charges,REF4000331,,689682.96,239064363.22,Patient Revenue,DEPOSIT
2021-12-20,Controlled Substance Dispensing,ACH4000332,,898451.51,239962814.73,Pharmacy Revenue,DEPOSIT
2021-12-22,Campus Security,EFT4000333,934852.86,,239027961.87,Salary Expense,WITHDRAWAL
2021-12-25,Patient Balance Settlement,REF4000334,,548373.10,239576334.97,Patient Revenue,DEPOSIT
2021-12-27,Specialty Drug Sales,CHK4000335,,735192.52,240311527.49,Pharmacy Revenue,DEPOSIT
2021-12-29,Drug Administration Fee,CHK4000336,,36193.93,240347721.42,Patient Revenue,DEPOSIT
2021-12-30,Clinical Fellow Stipend,TXN4000337,1373354.91,,238974366.51,Salary Expense,WITHDRAWAL
2022-01-01,Point of Care Testing,CHK4000338,,169959.82,239144326.33,Lab Revenue,DEPOSIT
2022-01-02,Vehicle Fleet Lease,DEP4000339,629343.32,,238514983.01,Rent Expense,WITHDRAWAL
2022-01-06,Campus Security,TXN4000340,710979.03,,237804003.98,Salary Expense,WITHDRAWAL
2022-01-13,Laboratory Test Kits,ACH4000341,1040826.99,,236763176.99,Medical Supplies,WITHDRAWAL
2022-01-18,Patient Balance Settlement,REF4000342,,676880.66,237440057.65,Patient Revenue,DEPOSIT
2022-01-20,Laboratory Test Kits,TXN4000343,588203.84,,236851853.81,Medical Supplies,WITHDRAWAL
2022-01-23,Urgent Care Visit,INV4000344,,164084.45,237015938.26,Patient Revenue,DEPOSIT
2022-01-26,Reimbursement - Blue Cross Blue Shield,EFT4000345,,291789.03,237307727.29,Insurance Revenue,DEPOSIT
2022-01-28,Environmental Services,BAL4000346,423509.09,,236884218.20,Salary Expense,WITHDRAWAL
2022-02-01,Reimbursement - Cigna PPO,DEP4000347,,922815.88,237807034.08,Insurance Revenue,DEPOSIT
2022-02-07,Medicare Part B Claim,ACH4000348,,1448928.38,239255962.46,Insurance Revenue,DEPOSIT
2022-02-08,Medical Doctor Compensation,TXN4000349,517613.53,,238738348.93,Salary Expense,WITHDRAWAL
2022-02-14,Patient Balance Settlement,CHK4000350,,102920.18,238841269.11,Patient Revenue,DEPOSIT
2022-02-15,Surgical Adhesives,CHK4000351,115030.12,,238726238.99,Medical Supplies,WITHDRAWAL
2022-02-16,Electrical Power Supply,REF4000352,362951.04,,238363287.95,Utilities,WITHDRAWAL
2022-02-19,Satellite Clinic Lease,DEP4000353,500513.85,,237862774.10,Rent Expense,WITHDRAWAL
2022-02-24,Administrative Personnel,EFT4000354,1162080.68,,236700693.42,Salary Expense,WITHDRAWAL
2022-02-26,State Medicaid Program,INV4000355,,218445.96,236919139.38,Insurance Revenue,DEPOSIT
2022-02-28,Reimbursement - United Healthcare,REF4000356,,855125.77,237774265.15,Insurance Revenue,DEPOSIT
2022-03-01,Tissue Sample Analysis,EFT4000357,,569847.48,238344112.63,Lab Revenue,DEPOSIT
2022-03-02,Medical Lab Technician,INV4000358,832373.59,,237511739.04,Salary Expense,WITHDRAWAL
2022-03-05,Physical Therapy Session,DEP4000359,,526098.89,238037837.93,Patient Revenue,DEPOSIT
2022-03-06,Urgent Care Visit,INV4000360,,694149.07,238731987.00,Patient Revenue,DEPOSIT
2022-03-08,Business Income Tax,TXN4000361,993312.58,,237738674.42,Tax Payment,WITHDRAWAL
2022-03-11,Reimbursement - United Healthcare,INV4000362,,2439395.31,240178069.73,Insurance Revenue,DEPOSIT
2022-03-12,Resuscitation Equipment,WIR4000363,2779877.32,,237398192.41,Equipment,WITHDRAWAL
2022-03-13,Medicare Part B Claim,EFT4000364,,3255640.13,240653832.54,Insurance Revenue,DEPOSIT
2022-03-14,Medicare Part B Claim,ACH4000365,,2932829.18,243586661.72,Insurance Revenue,DEPOSIT
2022-03-15,Vaccination Administration,DEP4000366,,269383.76,243856045.48,Patient Revenue,DEPOSIT
2022-03-16,Compliance Safety Audit,DEP4000367,494066.95,,243361978.53,Maintenance,WITHDRAWAL
2022-03-18,Business Income Tax,CHK4000368,507003.05,,242854975.48,Tax Payment,WITHDRAWAL
2022-03-21,Advanced Wound Care,CHK4000369,363391.07,,242491584.41,Medical Supplies,WITHDRAWAL
2022-03-22,MRI Scanner Module,CHK4000370,2208202.85,,240283381.56,Equipment,WITHDRAWAL
2022-03-24,Reimbursement - Blue Cross Blue Shield,INV4000371,,1153618.40,241436999.96,Insurance Revenue,DEPOSIT
2022-03-25,Complete Blood Count Test,DEP4000372,,796271.46,242233271.42,Lab Revenue,DEPOSIT
2022-03-27,Reimbursement - Aetna Health,WIR4000373,,1001224.50,243234495.92,Insurance Revenue,DEPOSIT
2022-03-31,Protection Plan,EFT4000374,17033.34,,243217462.58,Bank Fees,WITHDRAWAL
2022-04-03,Physical Therapy Session,REF4000375,,174053.28,243391515.86,Patient Revenue,DEPOSIT
2022-04-04,Behavioral Health Reimbursement,WIR4000376,,912422.90,244303938.76,Insurance Revenue,DEPOSIT
2022-04-06,Pharmaceutical Wholesale Markup,BAL4000377,,1238871.63,245542810.39,Pharmacy Revenue,DEPOSIT
2022-04-08,Reimbursement - Humana Plus,BAL4000378,,3525341.91,249068152.30,Insurance Revenue,DEPOSIT
2022-04-11,Culture and Sensitivity,REF4000379,,929050.71,249997203.01,Lab Revenue,DEPOSIT
2022-04-12,Diagnostic Services,DEP4000380,,271113.76,250268316.77,Patient Revenue,DEPOSIT
2022-04-14,Medicare Part B Claim,BAL4000381,,172396.12,250440712.89,Insurance Revenue,DEPOSIT
2022-04-16,Culture and Sensitivity,TXN4000382,,842596.45,251283309.34,Lab Revenue,DEPOSIT
2022-04-17,State Medicaid Program,ACH4000383,,821844.68,252105154.02,Insurance Revenue,DEPOSIT
2022-04-19,Patient Beds and Mattresses,TXN4000384,1143845.87,,250961308.15,Medical Supplies,WITHDRAWAL
2022-04-23,Environmental Services,ACH4000385,1116956.89,,249844351.26,Salary Expense,WITHDRAWAL
2022-04-30,Imaging Equipment Lease,REF4000386,1059321.85,,248785029.41,Rent Expense,WITHDRAWAL
2022-05-04,Reimbursement - Humana Plus,INV4000387,,834339.03,249619368.44,Insurance Revenue,DEPOSIT
2022-05-05,Consultation Fee,TXN4000388,,25130.12,249644498.56,Patient Revenue,DEPOSIT
2022-05-07,Medical Lab Technician,WIR4000389,431442.03,,249213056.53,Salary Expense,WITHDRAWAL
2022-05-11,Clinical Fellow Stipend,EFT4000390,637137.30,,248575919.23,Salary Expense,WITHDRAWAL
2022-05-12,Reimbursement - Aetna Health,EFT4000391,,569832.47,249145751.70,Insurance Revenue,DEPOSIT
2022-05-14,Clinical Fellow Stipend,EFT4000392,1040027.48,,248105724.22,Salary Expense,WITHDRAWAL
2022-05-15,Urgent Care Visit,EFT4000393,,55271.26,248160995.48,Patient Revenue,DEPOSIT
2022-05-16,Visiting Specialist Fees,TXN4000394,1181667.53,,246979327.95,Salary Expense,WITHDRAWAL
2022-05-18,Reimbursement - Anthem Select,BAL4000395,,1250728.07,248230056.02,Insurance Revenue,DEPOSIT
2022-05-20,Pathology Microscope,INV4000396,3472060.65,,244757995.37,Equipment,WITHDRAWAL
2022-05-22,Medical Doctor Compensation,REF4000397,1004924.56,,243753070.81,Salary Expense,WITHDRAWAL
2022-05-23,Diagnostic Services,TXN4000398,,252375.27,244005446.08,Patient Revenue,DEPOSIT
2022-05-28,Drug Administration Fee,WIR4000399,,126115.63,244131561.71,Patient Revenue,DEPOSIT
2022-05-31,Cloud Services Lease,BAL4000400,923275.31,,243208286.40,Rent Expense,WITHDRAWAL
2022-06-01,Campus Security,CHK4000401,1391587.16,,241816699.24,Salary Expense,WITHDRAWAL
2022-06-02,Environmental Services,REF4000402,505643.28,,241311055.96,Salary Expense,WITHDRAWAL
2022-06-03,Information Technology,BAL4000403,926680.54,,240384375.42,Salary Expense,WITHDRAWAL
2022-06-05,Campus Security,BAL4000404,865501.38,,239518874.04,Salary Expense,WITHDRAWAL
2022-06-11,Reimbursement - Anthem Select,EFT4000405,,989482.31,240508356.35,Insurance Revenue,DEPOSIT
2022-06-14,Administrative Personnel,WIR4000406,1081713.27,,239426643.08,Salary Expense,WITHDRAWAL
2022-06-15,Campus Security,ACH4000407,930306.08,,238496337.00,Salary Expense,WITHDRAWAL
2022-06-17,Campus Security,DEP4000408,468798.67,,238027538.33,Salary Expense,WITHDRAWAL
2022-06-20,Reimbursement - Aetna Health,TXN4000409,,465270.59,238492808.92,Insurance Revenue,DEPOSIT
2022-06-22,Communications Systems,EFT4000410,162328.64,,238330480.28,Utilities,WITHDRAWAL
2022-06-27,Nursing Staff Payroll,INV4000411,951212.65,,237379267.63,Salary Expense,WITHDRAWAL
2022-06-29,Operating Room Bill,REF4000412,,201732.95,237581000.58,Patient Revenue,DEPOSIT
2022-07-01,Surgical Instrument Packs,CHK4000413,352021.13,,237228979.45,Medical Supplies,WITHDRAWAL
2022-07-02,Surgical Adhesives,INV4000414,884951.24,,236344028.21,Medical Supplies,WITHDRAWAL
2022-07-04,Medical Lab Technician,REF4000415,875854.51,,235468173.70,Salary Expense,WITHDRAWAL
2022-07-05,Administrative Personnel,INV4000416,1548132.84,,233920040.86,Salary Expense,WITHDRAWAL
2022-07-07,Immunization Services,EFT4000417,,185195.16,234105236.02,Pharmacy Revenue,DEPOSIT
2022-07-08,Diagnostic Services,INV4000418,,286765.99,234392002.01,Patient Revenue,DEPOSIT
2022-07-10,Diagnostic Services,BAL4000419,,461224.14,234853226.15,Patient Revenue,DEPOSIT
2022-07-12,Dental Plan Reimbursement,EFT4000420,,1019997.52,235873223.67,Insurance Revenue,DEPOSIT
2022-07-13,Reimbursement - Anthem Select,INV4000421,,206241.99,236079465.66,Insurance Revenue,DEPOSIT
2022-07-15,Campus Security,CHK4000422,680823.31,,235398642.35,Salary Expense,WITHDRAWAL
2022-07-16,Respiratory Support,WIR4000423,557596.99,,234841045.36,Medical Supplies,WITHDRAWAL
2022-07-17,Reimbursement - Anthem Select,ACH4000424,,660625.01,235501670.37,Insurance Revenue,DEPOSIT
2022-07-18,Business Income Tax,EFT4000425,908097.49,,234593572.88,Tax Payment,WITHDRAWAL
2022-07-22,Visiting Specialist Fees,CHK4000426,547425.75,,234046147.13,Salary Expense,WITHDRAWAL
2022-07-24,Medical Lab Technician,CHK4000427,1295088.27,,232751058.86,Salary Expense,WITHDRAWAL
2022-07-25,Network and Internet,DEP4000428,545014.24,,232206044.62,Utilities,WITHDRAWAL
2022-07-26,Equipment Purchase Fund,REF4000429,,89908.76,232295953.38,Transfer,TRANSFER
2022-07-27,Imaging Equipment Lease,CHK4000430,417983.47,,231877969.91,Rent Expense,WITHDRAWAL
2022-07-29,Fire Safety System,WIR4000431,726644.01,,231151325.90,Maintenance,WITHDRAWAL
2022-07-30,Medical Doctor Compensation,CHK4000432,717093.57,,230434232.33,Salary Expense,WITHDRAWAL
2022-07-31,Surgical Adhesives,TXN4000433,926261.94,,229507970.39,Medical Supplies,WITHDRAWAL
2022-08-01,Over-the-Counter Sales,ACH4000434,,314821.61,229822792.00,Pharmacy Revenue,DEPOSIT
2022-08-02,Operating Room Bill,REF4000435,,657832.35,230480624.35,Patient Revenue,DEPOSIT
2022-08-05,Reimbursement - Blue Cross Blue Shield,INV4000436,,242587.73,230723212.08,Insurance Revenue,DEPOSIT
2022-08-09,Clinical Fellow Stipend,EFT4000437,1081051.72,,229642160.36,Salary Expense,WITHDRAWAL
2022-08-11,Reimbursement - United Healthcare,TXN4000438,,1725413.34,231367573.70,Insurance Revenue,DEPOSIT
2022-08-13,Operating Room Bill,WIR4000439,,465130.17,231832703.87,Patient Revenue,DEPOSIT
2022-08-15,Urgent Care Visit,EFT4000440,,138684.97,231971388.84,Patient Revenue,DEPOSIT
2022-08-19,Nursing Staff Payroll,ACH4000441,568945.66,,231402443.18,Salary Expense,WITHDRAWAL
2022-08-20,Reimbursement - Anthem Select,CHK4000442,,1093291.22,232495734.40,Insurance Revenue,DEPOSIT
2022-08-21,Environmental Services,BAL4000443,1383749.96,,231111984.44,Salary Expense,WITHDRAWAL
2022-08-25,Nursing Staff Payroll,EFT4000444,1192568.01,,229919416.43,Salary Expense,WITHDRAWAL
2022-08-27,Clinical Fellow Stipend,DEP4000445,433005.33,,229486411.10,Salary Expense,WITHDRAWAL
2022-08-28,Preventive Equipment Service,ACH4000446,392913.43,,229093497.67,Maintenance,WITHDRAWAL
2022-08-31,Surgical Adhesives,BAL4000447,354997.57,,228738500.10,Medical Supplies,WITHDRAWAL
2022-09-02,Operating Room Bill,BAL4000448,,34330.84,228772830.94,Patient Revenue,DEPOSIT
2022-09-03,Professional Cleaning Service,ACH4000449,572561.55,,228200269.39,Maintenance,WITHDRAWAL
2022-09-04,Campus Security,BAL4000450,665513.15,,227534756.24,Salary Expense,WITHDRAWAL
2022-09-06,Reimbursement - Humana Plus,WIR4000451,,793222.97,228327979.21,Insurance Revenue,DEPOSIT
2022-09-07,Injectable Medication Sales,INV4000452,,342689.73,228670668.94,Pharmacy Revenue,DEPOSIT
2022-09-08,Medical Doctor Compensation,ACH4000453,851365.81,,227819303.13,Salary Expense,WITHDRAWAL
2022-09-10,Resuscitation Equipment,BAL4000454,1924662.40,,225894640.73,Equipment,WITHDRAWAL
2022-09-13,Behavioral Health Reimbursement,INV4000455,,2540211.60,228434852.33,Insurance Revenue,DEPOSIT
2022-09-21,Over-the-Counter Sales,BAL4000456,,309392.81,228744245.14,Pharmacy Revenue,DEPOSIT
2022-09-22,Reimbursement - Cigna PPO,CHK4000457,,3460858.93,232205104.07,Insurance Revenue,DEPOSIT
2022-09-23,Professional License Tax,WIR4000458,1226254.92,,230978849.15,Tax Payment,WITHDRAWAL
2022-09-26,Medicare Part B Claim,DEP4000459,,3530435.54,234509284.69,Insurance Revenue,DEPOSIT
2022-09-27,Medical Doctor Compensation,TXN4000460,708962.71,,233800321.98,Salary Expense,WITHDRAWAL
2022-09-30,Consultation Fee,EFT4000461,,553610.88,234353932.86,Patient Revenue,DEPOSIT
2022-10-02,Information Technology,ACH4000462,1077472.02,,233276460.84,Salary Expense,WITHDRAWAL
2022-10-03,Surgical Adhesives,CHK4000463,165014.76,,233111446.08,Medical Supplies,WITHDRAWAL
2022-10-08,Operating Room Bill,BAL4000464,,689362.73,233800808.81,Patient Revenue,DEPOSIT
2022-10-11,Mechanical Ventilator,CHK4000465,3245046.99,,230555761.82,Equipment,WITHDRAWAL
2022-10-16,Primary Facility Lease,INV4000466,1161101.82,,229394660.00,Rent Expense,WITHDRAWAL
2022-10-17,Reimbursement - United Healthcare,EFT4000467,,1479285.34,230873945.34,Insurance Revenue,DEPOSIT
2022-10-19,Reimbursement - Blue Cross Blue Shield,DEP4000468,,1297680.37,232171625.71,Insurance Revenue,DEPOSIT
2022-10-20,Advanced Genomic Testing,REF4000469,,657394.85,232829020.56,Lab Revenue,DEPOSIT
2022-10-21,Reimbursement - Aetna Health,ACH4000470,,2511176.25,235340196.81,Insurance Revenue,DEPOSIT
2022-10-22,Controlled Substance Dispensing,BAL4000471,,822774.83,236162971.64,Pharmacy Revenue,DEPOSIT
2022-10-26,Operating Room Bill,CHK4000472,,364313.67,236527285.31,Patient Revenue,DEPOSIT
2022-10-27,Allergy Testing Panel,BAL4000473,,339288.05,236866573.36,Lab Revenue,DEPOSIT
2022-10-28,Vehicle Fleet Lease,WIR4000474,493068.95,,236373504.41,Rent Expense,WITHDRAWAL
2022-10-29,Information Technology,BAL4000475,636052.69,,235737451.72,Salary Expense,WITHDRAWAL
2022-11-01,Environmental Services,BAL4000476,458495.44,,235278956.28,Salary Expense,WITHDRAWAL
2022-11-03,State Medicaid Program,CHK4000477,,3511977.96,238790934.24,Insurance Revenue,DEPOSIT
2022-11-07,Administrative Personnel,BAL4000478,1259914.53,,237531019.71,Salary Expense,WITHDRAWAL
2022-11-09,Consultation Fee,BAL4000479,,688885.30,238219905.01,Patient Revenue,DEPOSIT
2022-11-11,Laboratory Test Kits,BAL4000480,619473.52,,237600431.49,Medical Supplies,WITHDRAWAL
2022-11-13,Heating and Cooling,CHK4000481,336771.58,,237263659.91,Utilities,WITHDRAWAL
2022-11-14,Sales and Use Tax,BAL4000482,401220.49,,236862439.42,Tax Payment,WITHDRAWAL
2022-11-20,Behavioral Health Reimbursement,BAL4000483,,1717946.55,238580385.97,Insurance Revenue,DEPOSIT
2022-11-23,Patient Beds and Mattresses,ACH4000484,241766.40,,238338619.57,Medical Supplies,WITHDRAWAL
2022-11-27,Plumbing System Service,REF4000485,685759.91,,237652859.66,Maintenance,WITHDRAWAL
2022-11-28,Environmental Services,CHK4000486,1008083.53,,236644776.13,Salary Expense,WITHDRAWAL
2022-12-01,Reimbursement - Aetna Health,BAL4000487,,2847495.54,239492271.67,Insurance Revenue,DEPOSIT
2022-12-03,Administrative Personnel,WIR4000488,612961.18,,238879310.49,Salary Expense,WITHDRAWAL
2022-12-05,Dental Plan Reimbursement,BAL4000489,,2901993.42,241781303.91,Insurance Revenue,DEPOSIT
2022-12-08,Nursing Staff Payroll,REF4000490,642494.68,,241138809.23,Salary Expense,WITHDRAWAL
2022-12-09,Vaccination Administration,BAL4000491,,463293.41,241602102.64,Patient Revenue,DEPOSIT
2022-12-13,Pharmaceutical Wholesale Markup,INV4000492,,1181806.57,242783909.21,Pharmacy Revenue,DEPOSIT
2022-12-16,Environmental Services,TXN4000493,1212837.85,,241571071.36,Salary Expense,WITHDRAWAL
2022-12-17,Culture and Sensitivity,TXN4000494,,664217.97,242235289.33,Lab Revenue,DEPOSIT
2022-12-18,Environmental Services,DEP4000495,803466.36,,241431822.97,Salary Expense,WITHDRAWAL
2022-12-19,Lift System Maintenance,ACH4000496,212051.43,,241219771.54,Maintenance,WITHDRAWAL
2022-12-20,Reimbursement - United Healthcare,DEP4000497,,794694.51,242014466.05,Insurance Revenue,DEPOSIT
2022-12-24,Vaccination Administration,ACH4000498,,615792.10,242630258.15,Patient Revenue,DEPOSIT
2022-12-25,Surgical Adhesives,INV4000499,709905.70,,241920352.45,Medical Supplies,WITHDRAWAL
2022-12-29,Imaging Center Payment,WIR4000500,,149240.02,242069592.47,Patient Revenue,DEPOSIT
2022-12-30,Drape and Covering Supplies,BAL4000501,705841.50,,241363750.97,Medical Supplies,WITHDRAWAL
2023-01-01,Billing and Coding Staff,DEP4000502,603299.20,,240760451.77,Salary Expense,WITHDRAWAL
2023-01-02,Physical Therapy Session,EFT4000503,,153582.24,240914034.01,Patient Revenue,DEPOSIT
2023-01-04,Visiting Specialist Fees,CHK4000504,490794.71,,240423239.30,Salary Expense,WITHDRAWAL
2023-01-06,Health Records System License,ACH4000505,324796.53,,240098442.77,Software Expense,WITHDRAWAL
2023-01-07,Medicare Part B Claim,DEP4000506,,2667359.48,242765802.25,Insurance Revenue,DEPOSIT
2023-01-09,Medical Doctor Compensation,BAL4000507,1459474.59,,241306327.66,Salary Expense,WITHDRAWAL
2023-01-13,Patient Balance Settlement,DEP4000508,,233316.82,241539644.48,Patient Revenue,DEPOSIT
2023-01-19,Regulatory Filing Fee,ACH4000509,235187.47,,241304457.01,Tax Payment,WITHDRAWAL
2023-01-20,Allergy Testing Panel,WIR4000510,,284708.65,241589165.66,Lab Revenue,DEPOSIT
2023-01-22,Reimbursement - Humana Plus,DEP4000511,,959034.61,242548200.27,Insurance Revenue,DEPOSIT
2023-01-23,Imaging Center Payment,CHK4000512,,230336.18,242778536.45,Patient Revenue,DEPOSIT
2023-01-24,Medication Compounding,CHK4000513,,950252.18,243728788.63,Pharmacy Revenue,DEPOSIT
2023-01-29,Vascular Access Equipment,DEP4000514,1042074.44,,242686714.19,Medical Supplies,WITHDRAWAL
2023-01-30,Visiting Specialist Fees,BAL4000515,575568.41,,242111145.78,Salary Expense,WITHDRAWAL
2023-01-31,Foundation and Structure,WIR4000516,756646.17,,241354499.61,Maintenance,WITHDRAWAL
2023-02-02,Lift System Maintenance,ACH4000517,164892.07,,241189607.54,Maintenance,WITHDRAWAL
2023-02-04,Reimbursement - United Healthcare,INV4000518,,2622688.40,243812295.94,Insurance Revenue,DEPOSIT
2023-02-05,Reimbursement - Humana Plus,EFT4000519,,3121945.33,246934241.27,Insurance Revenue,DEPOSIT
