Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2026-01-25,Tax Payment - KRA,REF1256,25723.02,0.00,-1485216.37,Tax Payments,WITHDRAWAL
2026-02-14,Medical Supplies Purchase,REF1257,15305.24,0.00,-1500521.61,Medical Supplies,WITHDRAWAL
2025-12-26,Bank Charges,REF1258,561.85,0.00,-1501083.46,Bank Charges,WITHDRAWAL
2025-12-28,Patient Payment - OPD,REF1259,0.00,10771.12,-1490312.34,Patient Payments,DEPOSIT
2026-01-28,Bank Charges,REF1260,570.02,0.00,-1490882.36,Bank Charges,WITHDRAWAL
2026-02-24,Insurance Reimbursement - NHIF,REF1261,0.00,29565.49,-1461316.87,Insurance Reimbursements,DEPOSIT
2026-01-07,Pharmacy Sales,REF1262,0.00,9321.96,-1451994.91,Pharmacy Sales,DEPOSIT
2025-11-09,Bank Charges,REF1263,595.93,0.00,-1452590.84,Bank Charges,WITHDRAWAL
2026-03-12,Insurance Reimbursement - NHIF,REF1264,0.00,15876.97,-1436713.87,Insurance Reimbursements,DEPOSIT
2025-12-11,Maintenance - Equipment,REF1265,5811.40,0.00,-1442525.27,Maintenance,WITHDRAWAL
2026-03-29,Transfer to Savings,REF1266,10396.49,0.00,-1452921.76,Transfers,TRANSFER
2026-03-14,Equipment Loan Payment,REF1267,22560.70,0.00,-1475482.46,Equipment Payments,WITHDRAWAL
2026-03-02,Software Subscription - HMS,REF1268,2563.07,0.00,-1478045.53,Software Subscriptions,WITHDRAWAL
2026-01-13,Tax Payment - KRA,REF1269,22110.88,0.00,-1500156.41,Tax Payments,WITHDRAWAL
2025-11-03,Patient Payment - OPD,REF1270,0.00,8596.45,-1491559.96,Patient Payments,DEPOSIT
2025-11-10,Bank Charges,REF1271,334.79,0.00,-1491894.75,Bank Charges,WITHDRAWAL
2026-02-22,Medical Supplies Purchase,REF1272,12309.55,0.00,-1504204.30,Medical Supplies,WITHDRAWAL
2026-03-17,Maintenance - Equipment,REF1273,5341.79,0.00,-1509546.09,Maintenance,WITHDRAWAL
2026-03-04,Patient Payment - OPD,REF1274,0.00,10205.97,-1499340.12,Patient Payments,DEPOSIT
2025-11-09,Tax Payment - KRA,REF1275,21078.65,0.00,-1520418.77,Tax Payments,WITHDRAWAL
2026-03-05,Lab Revenue,REF1276,0.00,16362.11,-1504056.66,Lab Revenue,DEPOSIT
2025-12-30,Medical Supplies Purchase,REF1277,10298.92,0.00,-1514355.58,Medical Supplies,WITHDRAWAL
2026-01-23,Maintenance - Equipment,REF1278,3598.51,0.00,-1517954.09,Maintenance,WITHDRAWAL
2025-11-04,Maintenance - Equipment,REF1279,3099.20,0.00,-1521053.29,Maintenance,WITHDRAWAL
2025-12-22,Pharmacy Sales,REF1280,0.00,7114.32,-1513938.97,Pharmacy Sales,DEPOSIT
2026-02-23,Patient Payment - OPD,REF1281,0.00,18208.64,-1495730.33,Patient Payments,DEPOSIT
2025-11-19,Insurance Reimbursement - NHIF,REF1282,0.00,19975.00,-1475755.33,Insurance Reimbursements,DEPOSIT
2026-03-03,Bank Charges,REF1283,501.97,0.00,-1476257.30,Bank Charges,WITHDRAWAL
2026-03-23,Software Subscription - HMS,REF1284,2181.78,0.00,-1478439.08,Software Subscriptions,WITHDRAWAL
2026-02-24,Insurance Reimbursement - NHIF,REF1285,0.00,27359.84,-1451079.24,Insurance Reimbursements,DEPOSIT
2025-12-23,Patient Payment - OPD,REF1286,0.00,14344.20,-1436735.04,Patient Payments,DEPOSIT
2025-12-13,Bank Charges,REF1287,529.55,0.00,-1437264.59,Bank Charges,WITHDRAWAL
2026-02-12,Transfer to Savings,REF1288,23203.51,0.00,-1460468.10,Transfers,TRANSFER
2026-01-11,Bank Charges,REF1289,655.17,0.00,-1461123.27,Bank Charges,WITHDRAWAL
2026-03-26,Utility Bill - Electricity,REF1290,3988.70,0.00,-1465111.97,Utilities,WITHDRAWAL
2026-03-09,Maintenance - Equipment,REF1291,3206.93,0.00,-1468318.90,Maintenance,WITHDRAWAL
2025-12-27,Bank Charges,REF1292,375.78,0.00,-1468694.68,Bank Charges,WITHDRAWAL
2025-12-05,Patient Payment - OPD,REF1293,0.00,15996.78,-1452697.90,Patient Payments,DEPOSIT
2025-12-08,Salary Payments - Staff,REF1294,60591.82,0.00,-1513289.72,Salaries,WITHDRAWAL
2025-12-09,Equipment Loan Payment,REF1295,24299.13,0.00,-1537588.85,Equipment Payments,WITHDRAWAL
2025-11-26,Pharmacy Sales,REF1296,0.00,9324.71,-1528264.14,Pharmacy Sales,DEPOSIT
2026-03-09,Lab Revenue,REF1297,0.00,16102.48,-1512161.66,Lab Revenue,DEPOSIT
2026-03-19,Pharmacy Sales,REF1298,0.00,6884.99,-1505276.67,Pharmacy Sales,DEPOSIT
2025-11-24,Utility Bill - Electricity,REF1299,3522.13,0.00,-1508798.80,Utilities,WITHDRAWAL
