Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2024-07-26,Specialty Pharma Distribution,ACH2000261,,5570.29,755847.94,Pharmacy Revenue,DEPOSIT
2024-08-01,Drug Screening Services,INV2000262,,1612.77,757460.71,Lab Revenue,DEPOSIT
2024-08-03,Immunization Fee,EFT2000263,,2024.05,759484.76,Patient Revenue,DEPOSIT
2024-08-04,Patient Co-pay - Office Visit,REF2000264,,2115.70,761600.46,Patient Revenue,DEPOSIT
2024-08-05,Custom Compounding Sales,TXN2000265,,4003.86,765604.32,Pharmacy Revenue,DEPOSIT
2024-08-08,Medicare Reimbursement - Part B,ACH2000266,,13512.34,779116.66,Insurance Revenue,DEPOSIT
2024-08-10,Lab Technician Payroll,INV2000267,8316.56,,770800.10,Salary Expense,WITHDRAWAL
2024-08-12,Drug Screening Services,REF2000268,,3991.10,774791.20,Lab Revenue,DEPOSIT
2024-08-14,Medicare Reimbursement - Part B,REF2000269,,6219.96,781011.16,Insurance Revenue,DEPOSIT
2024-08-17,Wound Care Dressing Supply,EFT2000270,5271.92,,775739.24,Medical Supplies,WITHDRAWAL
2024-08-18,Plumbing Repairs,TXN2000271,3795.47,,771943.77,Maintenance,WITHDRAWAL
2024-08-21,Administrative Staff Payroll,WIR2000272,4607.58,,767336.19,Salary Expense,WITHDRAWAL
2024-08-22,Lab Services - Blood Panel,ACH2000273,,596.70,767932.89,Lab Revenue,DEPOSIT
2024-08-23,Vision Plan Reimbursement,INV2000274,,8746.91,776679.80,Insurance Revenue,DEPOSIT
2024-08-24,Administrative Staff Payroll,CHK2000275,16521.48,,760158.32,Salary Expense,WITHDRAWAL
2024-08-26,Security Team Payroll,CHK2000276,17662.70,,742495.62,Salary Expense,WITHDRAWAL
2024-08-27,Radiology Services Payment,DEP2000277,,2767.90,745263.52,Patient Revenue,DEPOSIT
2024-08-28,IT Infrastructure Lease,EFT2000278,6209.46,,739054.06,Rent Expense,WITHDRAWAL
2024-08-29,Vision Plan Reimbursement,CHK2000279,,14535.04,753589.10,Insurance Revenue,DEPOSIT
2024-08-30,Bacterial Culture Testing,EFT2000280,,3589.97,757179.07,Lab Revenue,DEPOSIT
2024-08-31,Waste Management Service,EFT2000281,1801.87,,755377.20,Utilities,WITHDRAWAL
2024-09-01,Physician Payroll,INV2000282,5622.01,,749755.19,Salary Expense,WITHDRAWAL
2024-09-03,Medicare Reimbursement - Part B,EFT2000283,,4417.52,754172.71,Insurance Revenue,DEPOSIT
2024-09-06,Surgical Instrument Sterilization,CHK2000284,4646.88,,749525.83,Medical Supplies,WITHDRAWAL
2024-09-07,Claim Reimbursement - Anthem PPO,EFT2000285,,15454.00,764979.83,Insurance Revenue,DEPOSIT
2024-09-10,Medical Equipment Calibration,WIR2000286,2914.87,,762064.96,Maintenance,WITHDRAWAL
2024-09-11,Lab Services - Blood Panel,TXN2000287,,2386.68,764451.64,Lab Revenue,DEPOSIT
2024-09-12,Vision Plan Reimbursement,ACH2000288,,3447.74,767899.38,Insurance Revenue,DEPOSIT
2024-09-13,Histopathology Analysis,TXN2000289,,1168.76,769068.14,Lab Revenue,DEPOSIT
2024-09-14,Radiology Services Payment,EFT2000290,,2879.24,771947.38,Patient Revenue,DEPOSIT
2024-09-16,Rehabilitation Services,CHK2000291,,2120.75,774068.13,Patient Revenue,DEPOSIT
2024-09-17,Claim Reimbursement - United,DEP2000292,,9168.36,783236.49,Insurance Revenue,DEPOSIT
2024-09-18,Clinic Visit Payment,INV2000293,,2872.24,786108.73,Patient Revenue,DEPOSIT
2024-09-19,Lipid Panel Analysis,CHK2000294,,334.04,786442.77,Lab Revenue,DEPOSIT
2024-09-22,Bacterial Culture Testing,REF2000295,,800.28,787243.05,Lab Revenue,DEPOSIT
2024-09-23,Lab Technician Payroll,CHK2000296,14898.03,,772345.02,Salary Expense,WITHDRAWAL
2024-09-24,Claim Reimbursement - BCBS,CHK2000297,,11093.82,783438.84,Insurance Revenue,DEPOSIT
2024-09-25,Allergy Panel Testing,EFT2000298,,1445.37,784884.21,Lab Revenue,DEPOSIT
2024-09-28,Radiology Services Payment,CHK2000299,,1301.62,786185.83,Patient Revenue,DEPOSIT
2024-09-29,Histopathology Analysis,TXN2000300,,3270.81,789456.64,Lab Revenue,DEPOSIT
2024-09-30,Patient Portal License,TXN2000301,387.77,,789068.87,Software Expense,WITHDRAWAL
2024-10-01,Claim Reimbursement - Aetna Plus,WIR2000302,,13797.86,802866.73,Insurance Revenue,DEPOSIT
2024-10-03,Allergy Panel Testing,REF2000303,,1871.29,804738.02,Lab Revenue,DEPOSIT
2024-10-05,Claim Reimbursement - United,REF2000304,,12864.08,817602.10,Insurance Revenue,DEPOSIT
2024-10-07,Claim Reimbursement - Cigna Select,TXN2000305,,4778.45,822380.55,Insurance Revenue,DEPOSIT
2024-10-08,Mental Health Coverage Reimbursement,WIR2000306,,1800.31,824180.86,Insurance Revenue,DEPOSIT
2024-10-09,Card Processing Fee,WIR2000307,180.95,,823999.91,Bank Fees,WITHDRAWAL
2024-10-10,Claim Reimbursement - United,WIR2000308,,3303.96,827303.87,Insurance Revenue,DEPOSIT
2024-10-14,ICU Ventilator Unit,DEP2000309,4770.32,,822533.55,Equipment,WITHDRAWAL
2024-10-15,Vision Plan Reimbursement,EFT2000310,,4654.33,827187.88,Insurance Revenue,DEPOSIT
2024-10-19,Claim Reimbursement - Aetna Plus,REF2000311,,7563.50,834751.38,Insurance Revenue,DEPOSIT
2024-10-21,Digital Microscope System,WIR2000312,26291.29,,808460.09,Equipment,WITHDRAWAL
2024-10-22,Molecular Testing Services,EFT2000313,,2197.35,810657.44,Lab Revenue,DEPOSIT
2024-10-24,Elevator Maintenance,TXN2000314,3336.09,,807321.35,Maintenance,WITHDRAWAL
2024-10-25,IT Department Payroll,INV2000315,16580.91,,790740.44,Salary Expense,WITHDRAWAL
2024-10-28,Vaccine Administration Fees,DEP2000316,,4839.26,795579.70,Pharmacy Revenue,DEPOSIT
2024-10-31,Elevator Maintenance,ACH2000317,2283.37,,793296.33,Maintenance,WITHDRAWAL
2024-11-01,Telehealth Platform License,WIR2000318,2762.01,,790534.32,Software Expense,WITHDRAWAL
2024-11-02,Mental Health Coverage Reimbursement,DEP2000319,,9784.12,800318.44,Insurance Revenue,DEPOSIT
2024-11-03,Pharmacy Copay,CHK2000320,,961.90,801280.34,Patient Revenue,DEPOSIT
2024-11-04,Medical Billing Software,EFT2000321,2793.22,,798487.12,Software Expense,WITHDRAWAL
2024-11-06,Housekeeping Payroll,WIR2000322,14137.56,,784349.56,Salary Expense,WITHDRAWAL
2024-11-07,Patient Vitals Monitor,EFT2000323,16239.51,,768110.05,Equipment,WITHDRAWAL
2024-11-08,Patient Co-pay - Office Visit,ACH2000324,,1372.64,769482.69,Patient Revenue,DEPOSIT
2024-11-09,Immunization Fee,EFT2000325,,1561.79,771044.48,Patient Revenue,DEPOSIT
2024-11-10,Pharmacy Copay,INV2000326,,1914.26,772958.74,Patient Revenue,DEPOSIT
2024-11-12,Wound Care Dressing Supply,INV2000327,7175.99,,765782.75,Medical Supplies,WITHDRAWAL
2024-11-13,Registered Nurse Payroll,EFT2000328,9037.50,,756745.25,Salary Expense,WITHDRAWAL
2024-11-14,Lipid Panel Analysis,DEP2000329,,2477.35,759222.60,Lab Revenue,DEPOSIT
2024-11-15,Molecular Testing Services,TXN2000330,,3646.58,762869.18,Lab Revenue,DEPOSIT
2024-11-18,Medicare Reimbursement - Part B,DEP2000331,,3451.41,766320.59,Insurance Revenue,DEPOSIT
2024-11-20,Mental Health Coverage Reimbursement,REF2000332,,16667.44,782988.03,Insurance Revenue,DEPOSIT
2024-11-21,Emergency Department Bill,WIR2000333,,689.09,783677.12,Patient Revenue,DEPOSIT
2024-11-22,Operating to Reserve Fund,DEP2000334,,16516.55,800193.67,Transfer,TRANSFER
2024-11-23,Suture and Staple Supplies,EFT2000335,897.40,,799296.27,Medical Supplies,WITHDRAWAL
2024-11-25,OTC Medication Sales,REF2000336,,1990.64,801286.91,Pharmacy Revenue,DEPOSIT
2024-11-27,Patient Monitoring Equipment,EFT2000337,2085.71,,799201.20,Medical Supplies,WITHDRAWAL
2024-11-29,Patient Monitoring Equipment,EFT2000338,2800.90,,796400.30,Medical Supplies,WITHDRAWAL
2024-11-30,Mental Health Coverage Reimbursement,WIR2000339,,7273.86,803674.16,Insurance Revenue,DEPOSIT
2024-12-02,Vision Plan Reimbursement,DEP2000340,,2076.31,805750.47,Insurance Revenue,DEPOSIT
2024-12-03,Claim Reimbursement - BCBS,ACH2000341,,4617.29,810367.76,Insurance Revenue,DEPOSIT
2024-12-04,Custom Compounding Sales,DEP2000342,,2306.76,812674.52,Pharmacy Revenue,DEPOSIT
2024-12-05,Radiology Services Payment,EFT2000343,,532.84,813207.36,Patient Revenue,DEPOSIT
2024-12-06,Claim Reimbursement - Cigna Select,DEP2000344,,19643.33,832850.69,Insurance Revenue,DEPOSIT
2024-12-07,Antibiotic Prep Charges,EFT2000345,,1768.02,834618.71,Pharmacy Revenue,DEPOSIT
2024-12-08,Medicaid State Reimbursement,CHK2000346,,15215.65,849834.36,Insurance Revenue,DEPOSIT
2024-12-09,Rehabilitation Services,INV2000347,,2036.02,851870.38,Patient Revenue,DEPOSIT
2024-12-10,Equipment Fund Build-Up,TXN2000348,1832.90,,850037.48,Transfer,TRANSFER
2024-12-13,Surgical Procedure Payment,WIR2000349,,689.65,850727.13,Patient Revenue,DEPOSIT
2024-12-14,Emergency Department Bill,CHK2000350,,2430.95,853158.08,Patient Revenue,DEPOSIT
2024-12-15,Contractor Medical Personnel,INV2000351,4571.21,,848586.87,Salary Expense,WITHDRAWAL
2024-12-16,Emergency Department Bill,CHK2000352,,1197.26,849784.13,Patient Revenue,DEPOSIT
2024-12-17,Administrative Staff Payroll,REF2000353,10950.06,,838834.07,Salary Expense,WITHDRAWAL
2024-12-18,Clinic Visit Payment,CHK2000354,,1921.61,840755.68,Patient Revenue,DEPOSIT
2024-12-20,Water and Sewer Services,DEP2000355,2587.17,,838168.51,Utilities,WITHDRAWAL
2024-12-23,Bulk Medication Purchase Resale,REF2000356,,2283.91,840452.42,Pharmacy Revenue,DEPOSIT
2024-12-24,Patient Co-pay - Office Visit,ACH2000357,,1928.11,842380.53,Patient Revenue,DEPOSIT
2024-12-25,Contractor Medical Personnel,WIR2000358,16877.00,,825503.53,Salary Expense,WITHDRAWAL
2024-12-26,Claim Reimbursement - BCBS,EFT2000359,,17854.61,843358.14,Insurance Revenue,DEPOSIT
2024-12-27,Respiratory Equipment,EFT2000360,7035.86,,836322.28,Medical Supplies,WITHDRAWAL
2025-01-01,Claim Reimbursement - Cigna Select,EFT2000361,,9445.54,845767.82,Insurance Revenue,DEPOSIT
2025-01-02,Patient Co-pay - Office Visit,REF2000362,,1243.62,847011.44,Patient Revenue,DEPOSIT
2025-01-04,Clinic Visit Payment,WIR2000363,,52.53,847063.97,Patient Revenue,DEPOSIT
2025-01-05,Patient Monitoring Equipment,INV2000364,9235.31,,837828.66,Medical Supplies,WITHDRAWAL
2025-01-07,Vaccine Administration Fees,EFT2000365,,3891.16,841719.82,Pharmacy Revenue,DEPOSIT
2025-01-09,Backup Power System,WIR2000366,2995.87,,838723.95,Utilities,WITHDRAWAL
2025-01-10,IT Department Payroll,EFT2000367,15015.33,,823708.62,Salary Expense,WITHDRAWAL
2025-01-11,Backup Power System,EFT2000368,1594.01,,822114.61,Utilities,WITHDRAWAL
2025-01-13,IT Department Payroll,DEP2000369,11311.44,,810803.17,Salary Expense,WITHDRAWAL
2025-01-14,ICU Ventilator Unit,INV2000370,26574.76,,784228.41,Equipment,WITHDRAWAL
2025-01-18,Resident Doctor Stipend,INV2000371,4412.84,,779815.57,Salary Expense,WITHDRAWAL
2025-01-20,Diagnostic Test Kit Purchase,WIR2000372,7786.90,,772028.67,Medical Supplies,WITHDRAWAL
2025-01-21,Telephone System Bill,TXN2000373,3494.35,,768534.32,Utilities,WITHDRAWAL
2025-01-22,Medicaid State Reimbursement,TXN2000374,,15639.99,784174.31,Insurance Revenue,DEPOSIT
2025-01-23,Mental Health Coverage Reimbursement,INV2000375,,19536.46,803710.77,Insurance Revenue,DEPOSIT
2025-01-24,Patient Portal License,EFT2000376,983.10,,802727.67,Software Expense,WITHDRAWAL
2025-01-26,Clinic Visit Payment,TXN2000377,,795.53,803523.20,Patient Revenue,DEPOSIT
2025-01-27,IT Department Payroll,DEP2000378,6027.00,,797496.20,Salary Expense,WITHDRAWAL
2025-01-28,HVAC System Maintenance,DEP2000379,3534.80,,793961.40,Maintenance,WITHDRAWAL
2025-01-30,Wound Care Dressing Supply,ACH2000380,5156.98,,788804.42,Medical Supplies,WITHDRAWAL
2025-01-31,Radiology Services Payment,ACH2000381,,1730.74,790535.16,Patient Revenue,DEPOSIT
2025-02-01,Histopathology Analysis,REF2000382,,2808.51,793343.67,Lab Revenue,DEPOSIT
2025-02-02,Clinic Visit Payment,WIR2000383,,1872.83,795216.50,Patient Revenue,DEPOSIT
2025-02-04,Diagnostic Equipment Lease,CHK2000384,8335.78,,786880.72,Rent Expense,WITHDRAWAL
2025-02-07,Diagnostic Test Kit Purchase,EFT2000385,8804.80,,778075.92,Medical Supplies,WITHDRAWAL
2025-02-10,Pharmacy Copay,DEP2000386,,1796.02,779871.94,Patient Revenue,DEPOSIT
2025-02-13,Injectable Medication Sales,INV2000387,,1825.24,781697.18,Pharmacy Revenue,DEPOSIT
2025-02-14,Rehabilitation Services,ACH2000388,,1519.58,783216.76,Patient Revenue,DEPOSIT
2025-02-15,Mental Health Coverage Reimbursement,ACH2000389,,14146.30,797363.06,Insurance Revenue,DEPOSIT
2025-02-18,Medicaid State Reimbursement,WIR2000390,,2398.44,799761.50,Insurance Revenue,DEPOSIT
2025-02-19,Water and Sewer Services,INV2000391,3342.49,,796419.01,Utilities,WITHDRAWAL
2025-02-23,Specialist Consultation,WIR2000392,,1220.12,797639.13,Patient Revenue,DEPOSIT
2025-02-26,Surgical Procedure Payment,DEP2000393,,2942.47,800581.60,Patient Revenue,DEPOSIT
2025-02-27,Emergency Department Bill,ACH2000394,,591.17,801172.77,Patient Revenue,DEPOSIT
2025-02-28,Claim Reimbursement - Humana Choice,CHK2000395,,2108.49,803281.26,Insurance Revenue,DEPOSIT
2025-03-01,Claim Reimbursement - Anthem PPO,WIR2000396,,10106.61,813387.87,Insurance Revenue,DEPOSIT
2025-03-02,Claim Reimbursement - Humana Choice,EFT2000397,,16951.03,830338.90,Insurance Revenue,DEPOSIT
2025-03-04,Infusion Therapy Charges,DEP2000398,,621.61,830960.51,Pharmacy Revenue,DEPOSIT
2025-03-07,Molecular Testing Services,WIR2000399,,956.29,831916.80,Lab Revenue,DEPOSIT
2025-03-08,Patient Monitoring Equipment,WIR2000400,4611.13,,827305.67,Medical Supplies,WITHDRAWAL
2025-03-10,Claim Reimbursement - BCBS,ACH2000401,,9580.55,836886.22,Insurance Revenue,DEPOSIT
2025-03-16,Specimen Processing Fees,DEP2000402,,528.57,837414.79,Lab Revenue,DEPOSIT
2025-03-18,Specialist Consultation,REF2000403,,801.55,838216.34,Patient Revenue,DEPOSIT
2025-03-19,Emergency Department Bill,CHK2000404,,944.02,839160.36,Patient Revenue,DEPOSIT
2025-03-20,Registered Nurse Payroll,REF2000405,6048.47,,833111.89,Salary Expense,WITHDRAWAL
2025-03-21,Broadband Internet Service,TXN2000406,2780.70,,830331.19,Utilities,WITHDRAWAL
2025-03-24,Bulk Medication Purchase Resale,TXN2000407,,5677.89,836009.08,Pharmacy Revenue,DEPOSIT
2025-03-25,Claim Reimbursement - Anthem PPO,TXN2000408,,18229.82,854238.90,Insurance Revenue,DEPOSIT
2025-03-26,Surgical Procedure Payment,REF2000409,,2701.55,856940.45,Patient Revenue,DEPOSIT
2025-03-27,Annual Safety Inspection,REF2000410,3073.13,,853867.32,Maintenance,WITHDRAWAL
2025-03-28,Claim Reimbursement - United,TXN2000411,,4451.11,858318.43,Insurance Revenue,DEPOSIT
2025-03-29,Claim Reimbursement - Anthem PPO,TXN2000412,,19808.99,878127.42,Insurance Revenue,DEPOSIT
2025-03-30,Surgical Procedure Payment,EFT2000413,,2015.99,880143.41,Patient Revenue,DEPOSIT
2025-04-03,PACS Medical Imaging,DEP2000414,1497.09,,878646.32,Software Expense,WITHDRAWAL
2025-04-04,Emergency Department Bill,CHK2000415,,905.30,879551.62,Patient Revenue,DEPOSIT
2025-04-05,Administrative Staff Payroll,INV2000416,7980.21,,871571.41,Salary Expense,WITHDRAWAL
2025-04-06,Sterile Needle and Syringe Stock,DEP2000417,4190.37,,867381.04,Medical Supplies,WITHDRAWAL
2025-04-07,Immunization Fee,DEP2000418,,880.55,868261.59,Patient Revenue,DEPOSIT
2025-04-09,IT Department Payroll,WIR2000419,12202.01,,856059.58,Salary Expense,WITHDRAWAL
2025-04-12,Clinic Visit Payment,DEP2000420,,2286.13,858345.71,Patient Revenue,DEPOSIT
2025-04-16,Telehealth Platform License,REF2000421,2950.50,,855395.21,Software Expense,WITHDRAWAL
2025-04-18,Bulk Medication Purchase Resale,ACH2000422,,4409.39,859804.60,Pharmacy Revenue,DEPOSIT
2025-04-21,Claim Reimbursement - Humana Choice,INV2000423,,15920.94,875725.54,Insurance Revenue,DEPOSIT
2025-04-22,Claim Reimbursement - United,REF2000424,,17288.10,893013.64,Insurance Revenue,DEPOSIT
2025-04-23,Lab Work Payment,WIR2000425,,764.18,893777.82,Patient Revenue,DEPOSIT
2025-04-27,Mental Health Coverage Reimbursement,EFT2000426,,5133.85,898911.67,Insurance Revenue,DEPOSIT
2025-04-28,Claim Reimbursement - Anthem PPO,WIR2000427,,6110.46,905022.13,Insurance Revenue,DEPOSIT
2025-04-29,Claim Reimbursement - Anthem PPO,TXN2000428,,16265.45,921287.58,Insurance Revenue,DEPOSIT
2025-05-01,Mental Health Coverage Reimbursement,TXN2000429,,16910.69,938198.27,Insurance Revenue,DEPOSIT
2025-05-05,Suture and Staple Supplies,CHK2000430,8211.30,,929986.97,Medical Supplies,WITHDRAWAL
2025-05-06,Specialist Consultation,CHK2000431,,2285.32,932272.29,Patient Revenue,DEPOSIT
2025-05-07,Claim Reimbursement - Humana Choice,WIR2000432,,2179.75,934452.04,Insurance Revenue,DEPOSIT
2025-05-08,Specialist Consultation,WIR2000433,,2421.26,936873.30,Patient Revenue,DEPOSIT
2025-05-10,Annual Safety Inspection,ACH2000434,3641.96,,933231.34,Maintenance,WITHDRAWAL
2025-05-13,Physician Payroll,EFT2000435,14053.62,,919177.72,Salary Expense,WITHDRAWAL
2025-05-14,Medicaid State Reimbursement,DEP2000436,,14294.74,933472.46,Insurance Revenue,DEPOSIT
2025-05-16,Medicare Reimbursement - Part B,WIR2000437,,7968.31,941440.77,Insurance Revenue,DEPOSIT
2025-05-18,Specialist Consultation,INV2000438,,2560.67,944001.44,Patient Revenue,DEPOSIT
2025-05-19,Pharmacy Copay,DEP2000439,,374.13,944375.57,Patient Revenue,DEPOSIT
2025-05-22,Hormone Level Testing,EFT2000440,,2245.87,946621.44,Lab Revenue,DEPOSIT
2025-05-25,Surgical Procedure Payment,CHK2000441,,1700.50,948321.94,Patient Revenue,DEPOSIT
2025-05-26,Infusion Line Supplies,REF2000442,5896.61,,942425.33,Medical Supplies,WITHDRAWAL
2025-05-28,Physician Payroll,CHK2000443,17336.53,,925088.80,Salary Expense,WITHDRAWAL
2025-05-29,Housekeeping Payroll,REF2000444,10349.15,,914739.65,Salary Expense,WITHDRAWAL
2025-05-30,Clinic Visit Payment,ACH2000445,,249.58,914989.23,Patient Revenue,DEPOSIT
2025-05-31,Lab Work Payment,EFT2000446,,2091.26,917080.49,Patient Revenue,DEPOSIT
2025-06-02,Injectable Medication Sales,INV2000447,,2800.16,919880.65,Pharmacy Revenue,DEPOSIT
2025-06-04,Medicare Reimbursement - Part B,TXN2000448,,12972.89,932853.54,Insurance Revenue,DEPOSIT
2025-06-08,Rehabilitation Services,TXN2000449,,1603.28,934456.82,Patient Revenue,DEPOSIT
2025-06-09,Clinic Visit Payment,REF2000450,,2598.90,937055.72,Patient Revenue,DEPOSIT
2025-06-10,Plumbing Repairs,INV2000451,2643.17,,934412.55,Maintenance,WITHDRAWAL
2025-06-11,Respiratory Equipment,DEP2000452,7074.79,,927337.76,Medical Supplies,WITHDRAWAL
2025-06-12,Mental Health Coverage Reimbursement,EFT2000453,,4322.45,931660.21,Insurance Revenue,DEPOSIT
2025-06-13,Rehabilitation Services,ACH2000454,,2156.36,933816.57,Patient Revenue,DEPOSIT
2025-06-16,Federal Quarterly Tax Payment,INV2000455,12514.05,,921302.52,Tax Payment,WITHDRAWAL
2025-06-17,Claim Reimbursement - BCBS,CHK2000456,,17435.38,938737.90,Insurance Revenue,DEPOSIT
2025-06-18,Claim Reimbursement - Aetna Plus,DEP2000457,,1959.60,940697.50,Insurance Revenue,DEPOSIT
2025-06-19,Claim Reimbursement - Cigna Select,CHK2000458,,12178.23,952875.73,Insurance Revenue,DEPOSIT
2025-06-21,Backup Power System,DEP2000459,2195.64,,950680.09,Utilities,WITHDRAWAL
2025-06-22,Fire System Testing,REF2000460,3369.28,,947310.81,Maintenance,WITHDRAWAL
2025-06-23,Roof Repair Work,REF2000461,3171.97,,944138.84,Maintenance,WITHDRAWAL
2025-06-24,OTC Medication Sales,WIR2000462,,6306.22,950445.06,Pharmacy Revenue,DEPOSIT
2025-06-25,Electronic Health Records License,DEP2000463,819.01,,949626.05,Software Expense,WITHDRAWAL
2025-06-26,Fire System Testing,ACH2000464,1210.95,,948415.10,Maintenance,WITHDRAWAL
2025-06-27,Controlled Substance Dispensing,INV2000465,,5106.94,953522.04,Pharmacy Revenue,DEPOSIT
2025-06-28,Prior Year Tax Settlement,EFT2000466,5295.84,,948226.20,Tax Payment,WITHDRAWAL
2025-06-29,Hospital Grade Beds,ACH2000467,6388.04,,941838.16,Medical Supplies,WITHDRAWAL
2025-07-02,Claim Reimbursement - BCBS,WIR2000468,,17417.34,959255.50,Insurance Revenue,DEPOSIT
2025-07-03,Surgical Procedure Payment,TXN2000469,,1434.25,960689.75,Patient Revenue,DEPOSIT
2025-07-06,Pharmacy Copay,DEP2000470,,1587.06,962276.81,Patient Revenue,DEPOSIT
2025-07-07,Radiology Services Payment,INV2000471,,1690.28,963967.09,Patient Revenue,DEPOSIT
2025-07-08,Claim Reimbursement - Anthem PPO,INV2000472,,14653.60,978620.69,Insurance Revenue,DEPOSIT
2025-07-09,Lab Work Payment,INV2000473,,2643.79,981264.48,Patient Revenue,DEPOSIT
2025-07-11,Surgical Procedure Payment,EFT2000474,,412.34,981676.82,Patient Revenue,DEPOSIT
2025-07-15,Claim Reimbursement - Cigna Select,TXN2000475,,12702.87,994379.69,Insurance Revenue,DEPOSIT
2025-07-16,HVAC System Maintenance,REF2000476,2553.19,,991826.50,Utilities,WITHDRAWAL
2025-07-17,Surgical Procedure Payment,TXN2000477,,2911.12,994737.62,Patient Revenue,DEPOSIT
2025-07-18,Revenue Cycle Payroll,INV2000478,17887.28,,976850.34,Salary Expense,WITHDRAWAL
2025-07-19,Claim Reimbursement - Aetna Plus,WIR2000479,,16568.96,993419.30,Insurance Revenue,DEPOSIT
2025-07-20,Infusion Therapy Charges,TXN2000480,,1503.31,994922.61,Pharmacy Revenue,DEPOSIT
2025-07-22,Clinic Visit Payment,DEP2000481,,2097.20,997019.81,Patient Revenue,DEPOSIT
2025-07-23,Patient Co-pay - Office Visit,REF2000482,,776.34,997796.15,Patient Revenue,DEPOSIT
2025-07-24,Custom Compounding Sales,CHK2000483,,5781.99,1003578.14,Pharmacy Revenue,DEPOSIT
2025-07-26,Lab Technician Payroll,INV2000484,5665.14,,997913.00,Salary Expense,WITHDRAWAL
2025-07-27,Business License Fee,ACH2000485,9698.73,,988214.27,Tax Payment,WITHDRAWAL
2025-07-30,Claim Reimbursement - United,EFT2000486,,3063.62,991277.89,Insurance Revenue,DEPOSIT
2025-08-02,OTC Medication Sales,ACH2000487,,1506.00,992783.89,Pharmacy Revenue,DEPOSIT
2025-08-03,Claim Reimbursement - Aetna Plus,TXN2000488,,3270.92,996054.81,Insurance Revenue,DEPOSIT
2025-08-05,Prior Year Tax Settlement,ACH2000489,10712.21,,985342.60,Tax Payment,WITHDRAWAL
2025-08-06,Injectable Medication Sales,REF2000490,,2879.16,988221.76,Pharmacy Revenue,DEPOSIT
2025-08-10,Clinic Visit Payment,INV2000491,,413.49,988635.25,Patient Revenue,DEPOSIT
2025-08-11,Housekeeping Payroll,TXN2000492,10731.88,,977903.37,Salary Expense,WITHDRAWAL
2025-08-13,Lab Services - Blood Panel,CHK2000493,,1853.74,979757.11,Lab Revenue,DEPOSIT
2025-08-15,Immunization Fee,ACH2000494,,196.48,979953.59,Patient Revenue,DEPOSIT
2025-08-17,Surgical Procedure Payment,INV2000495,,1529.03,981482.62,Patient Revenue,DEPOSIT
2025-08-20,Backup Power System,INV2000496,2741.69,,978740.93,Utilities,WITHDRAWAL
2025-08-21,Contractor Medical Personnel,DEP2000497,12582.18,,966158.75,Salary Expense,WITHDRAWAL
2025-08-23,Radiology Services Payment,CHK2000498,,689.45,966848.20,Patient Revenue,DEPOSIT
2025-08-25,Antibiotic Prep Charges,INV2000499,,5087.36,971935.56,Pharmacy Revenue,DEPOSIT
2025-08-26,Radiology Services Payment,CHK2000500,,309.57,972245.13,Patient Revenue,DEPOSIT
2025-08-27,Emergency Department Bill,WIR2000501,,253.46,972498.59,Patient Revenue,DEPOSIT
2025-08-28,Office Equipment Rental,DEP2000502,8010.95,,964487.64,Rent Expense,WITHDRAWAL
2025-08-29,Specialist Consultation,DEP2000503,,1490.08,965977.72,Patient Revenue,DEPOSIT
2025-08-31,HVAC System Maintenance,TXN2000504,573.36,,965404.36,Maintenance,WITHDRAWAL
2025-09-01,Medicaid State Reimbursement,WIR2000505,,17285.65,982690.01,Insurance Revenue,DEPOSIT
2025-09-03,Radiology Services Payment,INV2000506,,2219.74,984909.75,Patient Revenue,DEPOSIT
2025-09-04,Claim Reimbursement - BCBS,CHK2000507,,11246.03,996155.78,Insurance Revenue,DEPOSIT
2025-09-05,Lab Technician Payroll,DEP2000508,17204.22,,978951.56,Salary Expense,WITHDRAWAL
2025-09-06,Medicaid State Reimbursement,REF2000509,,15011.92,993963.48,Insurance Revenue,DEPOSIT
2025-09-07,Lab Work Payment,CHK2000510,,1520.19,995483.67,Patient Revenue,DEPOSIT
2025-09-08,Medicare Reimbursement - Part B,INV2000511,,16283.98,1011767.65,Insurance Revenue,DEPOSIT
2025-09-10,Bulk Medication Purchase Resale,REF2000512,,5669.78,1017437.43,Pharmacy Revenue,DEPOSIT
2025-09-11,Broadband Internet Service,ACH2000513,1642.76,,1015794.67,Utilities,WITHDRAWAL
2025-09-12,Medicaid State Reimbursement,WIR2000514,,16003.53,1031798.20,Insurance Revenue,DEPOSIT
2025-09-13,Patient Co-pay - Office Visit,REF2000515,,136.14,1031934.34,Patient Revenue,DEPOSIT
2025-09-14,Wound Care Dressing Supply,EFT2000516,6822.68,,1025111.66,Medical Supplies,WITHDRAWAL
2025-09-17,Specialist Consultation,TXN2000517,,435.71,1025547.37,Patient Revenue,DEPOSIT
2025-09-18,Rehabilitation Services,REF2000518,,2737.88,1028285.25,Patient Revenue,DEPOSIT
2025-09-19,Claim Reimbursement - Cigna Select,CHK2000519,,9799.11,1038084.36,Insurance Revenue,DEPOSIT
2025-09-20,Revenue Cycle Payroll,WIR2000520,10138.93,,1027945.43,Salary Expense,WITHDRAWAL
2025-09-21,Drug Screening Services,INV2000521,,927.43,1028872.86,Lab Revenue,DEPOSIT
2025-09-23,OTC Medication Sales,INV2000522,,4097.24,1032970.10,Pharmacy Revenue,DEPOSIT
