Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2023-12-24,Medical Supplies - IV Fluids,TXN1000245,3430.63,,401145.50,Medical Supplies,WITHDRAWAL
2023-12-26,Transfer - Loan Repayment,INV1000246,,2150.35,403295.85,Transfer,TRANSFER
2023-12-28,Maintenance - Building Inspection,ACH1000247,1901.46,,401394.39,Maintenance,WITHDRAWAL
2023-12-29,Maintenance - Electrical Repairs,CHK1000248,422.63,,400971.76,Maintenance,WITHDRAWAL
2023-12-30,Medical Supplies - Syringes & Needles,INV1000249,259.96,,400711.80,Medical Supplies,WITHDRAWAL
2024-01-01,Insurance Reimbursement - UnitedHealth,INV1000250,,11580.33,412292.13,Insurance Revenue,DEPOSIT
2024-01-03,Insurance Reimbursement - Aetna,EFT1000251,,612.08,412904.21,Insurance Revenue,DEPOSIT
2024-01-04,Lab Revenue - Pathology Services,ACH1000252,,452.87,413357.08,Lab Revenue,DEPOSIT
2024-01-06,Software Subscription - Billing System,DEP1000253,1050.50,,412306.58,Software Expense,WITHDRAWAL
2024-01-07,Maintenance - Equipment Calibration,CHK1000254,1256.25,,411050.33,Maintenance,WITHDRAWAL
2024-01-09,Tax Payment - Federal Income Tax,CHK1000255,4925.98,,406124.35,Tax Payment,WITHDRAWAL
2024-01-11,Patient Payment - Medication Dispensing,ACH1000256,,1460.61,407584.96,Patient Revenue,DEPOSIT
2024-01-12,Pharmacy Sales - Injectable Medications,CHK1000257,,1518.62,409103.58,Pharmacy Revenue,DEPOSIT
2024-01-13,Patient Payment - Medication Dispensing,ACH1000258,,471.09,409574.67,Patient Revenue,DEPOSIT
2024-01-14,Lab Revenue - COVID-19 Testing,REF1000259,,2765.33,412340.00,Lab Revenue,DEPOSIT
2024-01-15,Lab Revenue - Blood Tests,ACH1000260,,786.70,413126.70,Lab Revenue,DEPOSIT
2024-01-18,Pharmacy Sales - Specialty Drugs,DEP1000261,,485.37,413612.07,Pharmacy Revenue,DEPOSIT
2024-01-19,Insurance Reimbursement - Medicaid,DEP1000262,,3712.79,417324.86,Insurance Revenue,DEPOSIT
2024-01-21,Patient Payment - Emergency Room Visit,REF1000263,,1300.68,418625.54,Patient Revenue,DEPOSIT
2024-01-23,Staff Payroll - Administrative,INV1000264,13871.07,,404754.47,Salary Expense,WITHDRAWAL
2024-01-24,Insurance Reimbursement - UnitedHealth,TXN1000265,,3925.90,408680.37,Insurance Revenue,DEPOSIT
2024-01-25,Insurance Reimbursement - Cigna,TXN1000266,,3015.74,411696.11,Insurance Revenue,DEPOSIT
2024-01-26,Transfer - Loan Repayment,EFT1000267,1592.62,,410103.49,Transfer,TRANSFER
2024-01-30,Staff Payroll - Security,DEP1000268,12053.35,,398050.14,Salary Expense,WITHDRAWAL
2024-01-31,Medical Supplies - IV Fluids,ACH1000269,5512.84,,392537.30,Medical Supplies,WITHDRAWAL
2024-02-01,Utility Payment - Waste Disposal,EFT1000270,1146.42,,391390.88,Utilities,WITHDRAWAL
2024-02-02,Insurance Reimbursement - UnitedHealth,CHK1000271,,6876.56,398267.44,Insurance Revenue,DEPOSIT
2024-02-03,Lab Revenue - COVID-19 Testing,INV1000272,,960.75,399228.19,Lab Revenue,DEPOSIT
2024-02-04,Medical Supplies - Syringes & Needles,REF1000273,2945.15,,396283.04,Medical Supplies,WITHDRAWAL
2024-02-05,Insurance Reimbursement - Anthem,REF1000274,,7052.75,403335.79,Insurance Revenue,DEPOSIT
2024-02-08,Pharmacy Sales - Compounded Medications,DEP1000275,,475.98,403811.77,Pharmacy Revenue,DEPOSIT
2024-02-10,Patient Payment - Dental Services,CHK1000276,,1505.50,405317.27,Patient Revenue,DEPOSIT
2024-02-12,Lab Revenue - Genetic Testing,DEP1000277,,1696.38,407013.65,Lab Revenue,DEPOSIT
2024-02-13,Tax Payment - Federal Income Tax,DEP1000278,5047.60,,401966.05,Tax Payment,WITHDRAWAL
2024-02-14,Medical Supplies - Surgical Instruments,CHK1000279,2707.91,,399258.14,Medical Supplies,WITHDRAWAL
2024-02-15,Staff Payroll - Technicians,CHK1000280,14492.67,,384765.47,Salary Expense,WITHDRAWAL
2024-02-17,Patient Payment - Medication Dispensing,REF1000281,,2456.84,387222.31,Patient Revenue,DEPOSIT
2024-02-18,Staff Payroll - Technicians,EFT1000282,3469.71,,383752.60,Salary Expense,WITHDRAWAL
2024-02-20,Lab Revenue - Chemistry Analysis,ACH1000283,,1607.90,385360.50,Lab Revenue,DEPOSIT
2024-02-21,Patient Payment - Medication Dispensing,INV1000284,,963.49,386323.99,Patient Revenue,DEPOSIT
2024-02-23,Pharmacy Sales - Injectable Medications,EFT1000285,,3894.88,390218.87,Pharmacy Revenue,DEPOSIT
2024-02-24,Medical Supplies - Syringes & Needles,EFT1000286,6355.97,,383862.90,Medical Supplies,WITHDRAWAL
2024-02-25,Insurance Reimbursement - Aetna,ACH1000287,,5280.52,389143.42,Insurance Revenue,DEPOSIT
2024-02-27,Maintenance - Cleaning Services,EFT1000288,1067.20,,388076.22,Maintenance,WITHDRAWAL
2024-02-28,Maintenance - Pest Control,INV1000289,2657.86,,385418.36,Maintenance,WITHDRAWAL
2024-03-01,Patient Payment - Dental Services,INV1000290,,1675.85,387094.21,Patient Revenue,DEPOSIT
2024-03-03,Insurance Reimbursement - Humana,EFT1000291,,2369.80,389464.01,Insurance Revenue,DEPOSIT
2024-03-05,Patient Payment - Surgery Room,EFT1000292,,1419.36,390883.37,Patient Revenue,DEPOSIT
2024-03-07,Insurance Reimbursement - UnitedHealth,DEP1000293,,10216.69,401100.06,Insurance Revenue,DEPOSIT
2024-03-08,Tax Payment - Sales Tax,EFT1000294,1841.08,,399258.98,Tax Payment,WITHDRAWAL
2024-03-09,Lab Revenue - Genetic Testing,INV1000295,,1133.35,400392.33,Lab Revenue,DEPOSIT
2024-03-13,Insurance Reimbursement - UnitedHealth,INV1000296,,14291.96,414684.29,Insurance Revenue,DEPOSIT
2024-03-14,Transfer - Emergency Fund,TXN1000297,3284.08,,411400.21,Transfer,TRANSFER
2024-03-15,Patient Payment - Surgery Room,REF1000298,,2118.85,413519.06,Patient Revenue,DEPOSIT
2024-03-16,Staff Payroll - Doctors,DEP1000299,10943.15,,402575.91,Salary Expense,WITHDRAWAL
2024-03-17,Medical Supplies - Gloves & PPE,TXN1000300,4858.52,,397717.39,Medical Supplies,WITHDRAWAL
2024-03-18,Patient Payment - Lab Tests,DEP1000301,,2086.80,399804.19,Patient Revenue,DEPOSIT
2024-03-21,Medical Supplies - Gloves & PPE,REF1000302,5825.23,,393978.96,Medical Supplies,WITHDRAWAL
2024-03-23,Pharmacy Sales - Compounded Medications,TXN1000303,,3414.18,397393.14,Pharmacy Revenue,DEPOSIT
2024-03-24,Lab Revenue - Genetic Testing,EFT1000304,,908.41,398301.55,Lab Revenue,DEPOSIT
2024-03-25,Lab Revenue - Pathology Services,INV1000305,,1636.98,399938.53,Lab Revenue,DEPOSIT
2024-03-27,Lab Revenue - Pathology Services,ACH1000306,,1150.93,401089.46,Lab Revenue,DEPOSIT
2024-03-28,Lab Revenue - Chemistry Analysis,DEP1000307,,2325.61,403415.07,Lab Revenue,DEPOSIT
2024-03-29,Pharmacy Sales - Specialty Drugs,TXN1000308,,2684.55,406099.62,Pharmacy Revenue,DEPOSIT
2024-03-30,Insurance Reimbursement - Vision Benefits,INV1000309,,2506.78,408606.40,Insurance Revenue,DEPOSIT
2024-03-31,Patient Payment - Vaccination Services,ACH1000310,,2191.59,410797.99,Patient Revenue,DEPOSIT
2024-04-04,Patient Payment - Outpatient Treatment,INV1000311,,2135.36,412933.35,Patient Revenue,DEPOSIT
2024-04-05,Patient Payment - Lab Tests,ACH1000312,,718.34,413651.69,Patient Revenue,DEPOSIT
2024-04-07,Patient Payment - Physical Therapy,TXN1000313,,274.70,413926.39,Patient Revenue,DEPOSIT
2024-04-09,Lab Revenue - Microbiology Testing,CHK1000314,,2796.63,416723.02,Lab Revenue,DEPOSIT
2024-04-10,Patient Payment - Physical Therapy,TXN1000315,,1279.92,418002.94,Patient Revenue,DEPOSIT
2024-04-11,Pharmacy Sales - Prescription Dispensing,REF1000316,,1937.07,419940.01,Pharmacy Revenue,DEPOSIT
2024-04-13,Insurance Reimbursement - Aetna,EFT1000317,,12668.06,432608.07,Insurance Revenue,DEPOSIT
2024-04-14,Insurance Reimbursement - UnitedHealth,INV1000318,,2495.19,435103.26,Insurance Revenue,DEPOSIT
2024-04-15,Lab Revenue - COVID-19 Testing,DEP1000319,,2506.00,437609.26,Lab Revenue,DEPOSIT
2024-04-18,Software Subscription - Antivirus,REF1000320,952.34,,436656.92,Software Expense,WITHDRAWAL
2024-04-19,Patient Payment - Dr. Smith Consultation,DEP1000321,,677.01,437333.93,Patient Revenue,DEPOSIT
2024-04-20,Patient Payment - Outpatient Treatment,ACH1000322,,2353.55,439687.48,Patient Revenue,DEPOSIT
2024-04-22,Staff Payroll - Cleaning Crew,INV1000323,4334.24,,435353.24,Salary Expense,WITHDRAWAL
2024-04-23,Insurance Reimbursement - Medicare,TXN1000324,,2266.80,437620.04,Insurance Revenue,DEPOSIT
2024-04-24,Lab Revenue - COVID-19 Testing,CHK1000325,,2397.15,440017.19,Lab Revenue,DEPOSIT
2024-04-27,Patient Payment - Emergency Room Visit,CHK1000326,,2099.88,442117.07,Patient Revenue,DEPOSIT
2024-04-28,Medical Supplies - Catheter Kits,ACH1000327,328.20,,441788.87,Medical Supplies,WITHDRAWAL
2024-04-29,Medical Supplies - Surgical Instruments,INV1000328,5804.65,,435984.22,Medical Supplies,WITHDRAWAL
2024-04-30,Lab Revenue - Blood Tests,TXN1000329,,1873.32,437857.54,Lab Revenue,DEPOSIT
2024-05-01,Medical Supplies - Oxygen Supplies,EFT1000330,1661.05,,436196.49,Medical Supplies,WITHDRAWAL
2024-05-03,Patient Payment - Outpatient Treatment,REF1000331,,2437.90,438634.39,Patient Revenue,DEPOSIT
2024-05-04,Staff Payroll - Doctors,CHK1000332,7685.44,,430948.95,Salary Expense,WITHDRAWAL
2024-05-05,Patient Payment - Physical Therapy,INV1000333,,2453.55,433402.50,Patient Revenue,DEPOSIT
2024-05-07,Transfer - Operating to Savings,TXN1000334,,5677.86,439080.36,Transfer,TRANSFER
2024-05-12,Tax Payment - Federal Income Tax,EFT1000335,7943.51,,431136.85,Tax Payment,WITHDRAWAL
2024-05-13,Transfer - Emergency Fund,INV1000336,,2434.44,433571.29,Transfer,TRANSFER
2024-05-15,Utility Payment - Water & Sewage,EFT1000337,2160.77,,431410.52,Utilities,WITHDRAWAL
2024-05-16,Lab Revenue - COVID-19 Testing,TXN1000338,,1474.70,432885.22,Lab Revenue,DEPOSIT
2024-05-20,Patient Payment - Emergency Room Visit,CHK1000339,,1804.31,434689.53,Patient Revenue,DEPOSIT
2024-05-23,Patient Payment - Surgery Room,DEP1000340,,543.90,435233.43,Patient Revenue,DEPOSIT
2024-05-24,Insurance Reimbursement - Blue Cross,INV1000341,,5076.14,440309.57,Insurance Revenue,DEPOSIT
2024-05-25,Staff Payroll - Cleaning Crew,ACH1000342,14869.47,,425440.10,Salary Expense,WITHDRAWAL
2024-05-26,Lab Revenue - Microbiology Testing,EFT1000343,,182.12,425622.22,Lab Revenue,DEPOSIT
2024-05-27,Patient Payment - Surgery Room,DEP1000344,,924.59,426546.81,Patient Revenue,DEPOSIT
2024-05-28,Patient Payment - Medication Dispensing,DEP1000345,,719.38,427266.19,Patient Revenue,DEPOSIT
2024-05-29,Pharmacy Sales - Injectable Medications,EFT1000346,,4458.48,431724.67,Pharmacy Revenue,DEPOSIT
2024-06-01,Lab Revenue - Chemistry Analysis,TXN1000347,,1066.68,432791.35,Lab Revenue,DEPOSIT
2024-06-02,Staff Payroll - Security,DEP1000348,7408.16,,425383.19,Salary Expense,WITHDRAWAL
2024-06-03,Staff Payroll - Billing Department,EFT1000349,12613.78,,412769.41,Salary Expense,WITHDRAWAL
2024-06-04,Lab Revenue - Blood Tests,DEP1000350,,1334.53,414103.94,Lab Revenue,DEPOSIT
2024-06-05,Patient Payment - Outpatient Treatment,REF1000351,,769.73,414873.67,Patient Revenue,DEPOSIT
2024-06-06,Patient Payment - Medication Dispensing,INV1000352,,1669.25,416542.92,Patient Revenue,DEPOSIT
2024-06-07,Lab Revenue - Genetic Testing,TXN1000353,,2174.16,418717.08,Lab Revenue,DEPOSIT
2024-06-09,Medical Equipment Purchase - Ventilator,REF1000354,9112.90,,409604.18,Equipment,WITHDRAWAL
2024-06-10,Tax Payment - Payroll Tax,CHK1000355,6533.66,,403070.52,Tax Payment,WITHDRAWAL
2024-06-11,Insurance Reimbursement - Blue Cross,EFT1000356,,1588.10,404658.62,Insurance Revenue,DEPOSIT
2024-06-13,Pharmacy Sales - Compounded Medications,EFT1000357,,2614.12,407272.74,Pharmacy Revenue,DEPOSIT
2024-06-15,Maintenance - Plumbing Repairs,TXN1000358,2872.53,,404400.21,Maintenance,WITHDRAWAL
2024-06-17,Medical Supplies - IV Fluids,REF1000359,471.43,,403928.78,Medical Supplies,WITHDRAWAL
2024-06-19,Insurance Reimbursement - Medicaid,ACH1000360,,5751.18,409679.96,Insurance Revenue,DEPOSIT
2024-06-24,Patient Payment - Dental Services,CHK1000361,,425.92,410105.88,Patient Revenue,DEPOSIT
2024-06-25,Pharmacy Sales - Compounded Medications,REF1000362,,2275.30,412381.18,Pharmacy Revenue,DEPOSIT
2024-06-27,Medical Supplies - Gloves & PPE,CHK1000363,4329.79,,408051.39,Medical Supplies,WITHDRAWAL
2024-06-29,Insurance Reimbursement - Medicare,REF1000364,,4119.37,412170.76,Insurance Revenue,DEPOSIT
2024-06-30,Patient Payment - Lab Tests,CHK1000365,,1272.66,413443.42,Patient Revenue,DEPOSIT
2024-07-02,Monthly Rent - Building,INV1000366,5785.33,,407658.09,Rent Expense,WITHDRAWAL
2024-07-03,Software Subscription - Antivirus,ACH1000367,507.68,,407150.41,Software Expense,WITHDRAWAL
2024-07-04,Insurance Reimbursement - Anthem,TXN1000368,,3402.59,410553.00,Insurance Revenue,DEPOSIT
2024-07-05,Patient Payment - Vaccination Services,EFT1000369,,473.01,411026.01,Patient Revenue,DEPOSIT
2024-07-06,Lab Revenue - Blood Tests,DEP1000370,,2445.75,413471.76,Lab Revenue,DEPOSIT
2024-07-07,Insurance Reimbursement - Medicaid,ACH1000371,,10788.34,424260.10,Insurance Revenue,DEPOSIT
2024-07-09,Staff Payroll - Billing Department,DEP1000372,13695.98,,410564.12,Salary Expense,WITHDRAWAL
2024-07-12,Patient Payment - Lab Tests,ACH1000373,,1994.56,412558.68,Patient Revenue,DEPOSIT
2024-07-14,Insurance Reimbursement - Aetna,DEP1000374,,14784.42,427343.10,Insurance Revenue,DEPOSIT
2024-07-16,Patient Payment - Imaging Services,REF1000375,,1986.41,429329.51,Patient Revenue,DEPOSIT
2024-07-17,Pharmacy Sales - Specialty Drugs,CHK1000376,,2904.16,432233.67,Pharmacy Revenue,DEPOSIT
2024-07-19,Staff Payroll - Technicians,REF1000377,10343.38,,421890.29,Salary Expense,WITHDRAWAL
2024-07-20,Patient Payment - Surgery Room,EFT1000378,,1025.49,422915.78,Patient Revenue,DEPOSIT
2024-07-21,Bank Fee - Check Processing,DEP1000379,85.97,,422829.81,Bank Fees,WITHDRAWAL
2024-07-22,Pharmacy Sales - Specialty Drugs,INV1000380,,461.38,423291.19,Pharmacy Revenue,DEPOSIT
2024-07-23,Utility Payment - Electricity,EFT1000381,1399.95,,421891.24,Utilities,WITHDRAWAL
2024-07-24,Staff Payroll - IT Support,DEP1000382,4540.02,,417351.22,Salary Expense,WITHDRAWAL
2024-07-27,Staff Payroll - Technicians,TXN1000383,12213.38,,405137.84,Salary Expense,WITHDRAWAL
2024-07-28,Lab Revenue - Genetic Testing,REF1000384,,2738.83,407876.67,Lab Revenue,DEPOSIT
2024-07-29,Patient Payment - Outpatient Treatment,TXN1000385,,424.89,408301.56,Patient Revenue,DEPOSIT
2024-08-01,Patient Payment - Medication Dispensing,TXN1000386,,2340.11,410641.67,Patient Revenue,DEPOSIT
2024-08-03,Insurance Reimbursement - Dental Benefits,DEP1000387,,13476.43,424118.10,Insurance Revenue,DEPOSIT
2024-08-05,Patient Payment - Surgery Room,ACH1000388,,530.94,424649.04,Patient Revenue,DEPOSIT
2024-08-06,Insurance Reimbursement - UnitedHealth,ACH1000389,,9562.82,434211.86,Insurance Revenue,DEPOSIT
2024-08-07,Staff Payroll - Nurses,TXN1000390,9030.88,,425180.98,Salary Expense,WITHDRAWAL
2024-08-08,Medical Supplies - Wound Dressing,EFT1000391,1402.72,,423778.26,Medical Supplies,WITHDRAWAL
2024-08-09,Medical Supplies - Wound Dressing,ACH1000392,2833.43,,420944.83,Medical Supplies,WITHDRAWAL
2024-08-12,Patient Payment - Dr. Smith Consultation,EFT1000393,,249.00,421193.83,Patient Revenue,DEPOSIT
2024-08-13,Transfer - Loan Repayment,ACH1000394,,4337.51,425531.34,Transfer,TRANSFER
2024-08-14,Lab Revenue - Genetic Testing,CHK1000395,,1944.05,427475.39,Lab Revenue,DEPOSIT
2024-08-15,Medical Supplies - Catheter Kits,INV1000396,2459.44,,425015.95,Medical Supplies,WITHDRAWAL
2024-08-16,Staff Payroll - Administrative,EFT1000397,12656.26,,412359.69,Salary Expense,WITHDRAWAL
2024-08-17,Pharmacy Sales - Compounded Medications,EFT1000398,,2322.37,414682.06,Pharmacy Revenue,DEPOSIT
2024-08-19,Patient Payment - Lab Tests,CHK1000399,,1127.03,415809.09,Patient Revenue,DEPOSIT
2024-08-20,Lab Revenue - Pathology Services,TXN1000400,,1070.06,416879.15,Lab Revenue,DEPOSIT
2024-08-21,Insurance Reimbursement - Medicaid,DEP1000401,,11145.90,428025.05,Insurance Revenue,DEPOSIT
2024-08-22,Insurance Reimbursement - Humana,INV1000402,,2396.11,430421.16,Insurance Revenue,DEPOSIT
2024-08-23,Staff Payroll - Nurses,CHK1000403,6829.39,,423591.77,Salary Expense,WITHDRAWAL
2024-08-25,Patient Payment - Surgery Room,TXN1000404,,1151.51,424743.28,Patient Revenue,DEPOSIT
2024-08-26,Patient Payment - Dr. Smith Consultation,CHK1000405,,761.02,425504.30,Patient Revenue,DEPOSIT
2024-08-27,Medical Supplies - Oxygen Supplies,DEP1000406,2136.51,,423367.79,Medical Supplies,WITHDRAWAL
2024-08-28,Patient Payment - Medication Dispensing,EFT1000407,,2337.69,425705.48,Patient Revenue,DEPOSIT
2024-08-29,Insurance Reimbursement - Cigna,CHK1000408,,11565.26,437270.74,Insurance Revenue,DEPOSIT
2024-09-02,Staff Payroll - Security,INV1000409,8985.12,,428285.62,Salary Expense,WITHDRAWAL
2024-09-03,Staff Payroll - Doctors,CHK1000410,4080.59,,424205.03,Salary Expense,WITHDRAWAL
2024-09-05,Staff Payroll - Security,TXN1000411,14600.24,,409604.79,Salary Expense,WITHDRAWAL
2024-09-07,Medical Supplies - Diagnostic Equipment,INV1000412,579.53,,409025.26,Medical Supplies,WITHDRAWAL
2024-09-08,Staff Payroll - Security,REF1000413,6428.98,,402596.28,Salary Expense,WITHDRAWAL
2024-09-09,Patient Payment - Physical Therapy,INV1000414,,378.14,402974.42,Patient Revenue,DEPOSIT
2024-09-10,Tax Payment - Payroll Tax,INV1000415,7874.71,,395099.71,Tax Payment,WITHDRAWAL
2024-09-13,Patient Payment - Physical Therapy,ACH1000416,,175.34,395275.05,Patient Revenue,DEPOSIT
2024-09-15,Patient Payment - Medication Dispensing,REF1000417,,1405.40,396680.45,Patient Revenue,DEPOSIT
2024-09-18,Pharmacy Sales - Specialty Drugs,ACH1000418,,2306.74,398987.19,Pharmacy Revenue,DEPOSIT
2024-09-19,Insurance Reimbursement - Vision Benefits,REF1000419,,10365.78,409352.97,Insurance Revenue,DEPOSIT
2024-09-20,Patient Payment - Emergency Room Visit,DEP1000420,,1015.06,410368.03,Patient Revenue,DEPOSIT
2024-09-24,Insurance Reimbursement - Dental Benefits,DEP1000421,,14114.75,424482.78,Insurance Revenue,DEPOSIT
2024-09-25,Patient Payment - Imaging Services,CHK1000422,,1526.03,426008.81,Patient Revenue,DEPOSIT
2024-09-26,Staff Payroll - Doctors,TXN1000423,3543.64,,422465.17,Salary Expense,WITHDRAWAL
2024-09-27,Bank Fee - ACH Processing,ACH1000424,123.54,,422341.63,Bank Fees,WITHDRAWAL
2024-09-28,Lab Revenue - Pathology Services,ACH1000425,,1848.31,424189.94,Lab Revenue,DEPOSIT
2024-09-30,Patient Payment - Medication Dispensing,INV1000426,,2331.85,426521.79,Patient Revenue,DEPOSIT
2024-10-01,Patient Payment - Physical Therapy,EFT1000427,,2477.01,428998.80,Patient Revenue,DEPOSIT
2024-10-02,Insurance Reimbursement - Vision Benefits,DEP1000428,,5377.42,434376.22,Insurance Revenue,DEPOSIT
2024-10-04,Staff Payroll - Security,INV1000429,11504.88,,422871.34,Salary Expense,WITHDRAWAL
2024-10-05,Lab Revenue - Blood Tests,EFT1000430,,1152.45,424023.79,Lab Revenue,DEPOSIT
2024-10-06,Patient Payment - Physical Therapy,DEP1000431,,1480.07,425503.86,Patient Revenue,DEPOSIT
2024-10-07,Bank Fee - Monthly Maintenance,INV1000432,95.58,,425408.28,Bank Fees,WITHDRAWAL
2024-10-08,Utility Payment - Waste Disposal,EFT1000433,1655.27,,423753.01,Utilities,WITHDRAWAL
2024-10-10,Patient Payment - Dental Services,ACH1000434,,1227.10,424980.11,Patient Revenue,DEPOSIT
2024-10-11,Medical Supplies - Wound Dressing,CHK1000435,6241.93,,418738.18,Medical Supplies,WITHDRAWAL
2024-10-12,Patient Payment - Imaging Services,EFT1000436,,127.35,418865.53,Patient Revenue,DEPOSIT
2024-10-13,Patient Payment - Imaging Services,INV1000437,,96.40,418961.93,Patient Revenue,DEPOSIT
2024-10-16,Lab Revenue - Pathology Services,TXN1000438,,1282.91,420244.84,Lab Revenue,DEPOSIT
2024-10-17,Pharmacy Sales - Specialty Drugs,CHK1000439,,3897.36,424142.20,Pharmacy Revenue,DEPOSIT
2024-10-18,Tax Payment - Federal Income Tax,ACH1000440,7351.98,,416790.22,Tax Payment,WITHDRAWAL
2024-10-19,Insurance Reimbursement - Dental Benefits,EFT1000441,,5213.22,422003.44,Insurance Revenue,DEPOSIT
2024-10-20,Staff Payroll - Cleaning Crew,TXN1000442,6765.03,,415238.41,Salary Expense,WITHDRAWAL
2024-10-21,Lab Revenue - Genetic Testing,INV1000443,,1076.31,416314.72,Lab Revenue,DEPOSIT
2024-10-23,Maintenance - Equipment Calibration,EFT1000444,2642.67,,413672.05,Maintenance,WITHDRAWAL
2024-10-25,Utility Payment - Natural Gas,TXN1000445,1720.15,,411951.90,Utilities,WITHDRAWAL
2024-10-26,Insurance Reimbursement - Medicare,TXN1000446,,8592.26,420544.16,Insurance Revenue,DEPOSIT
2024-10-27,Insurance Reimbursement - Medicare,EFT1000447,,10721.06,431265.22,Insurance Revenue,DEPOSIT
2024-10-31,Software Subscription - Antivirus,INV1000448,702.38,,430562.84,Software Expense,WITHDRAWAL
2024-11-01,Lease Payment - Copy Machines,ACH1000449,5863.37,,424699.47,Rent Expense,WITHDRAWAL
2024-11-02,Maintenance - Pest Control,CHK1000450,1325.17,,423374.30,Maintenance,WITHDRAWAL
2024-11-03,Insurance Reimbursement - UnitedHealth,INV1000451,,4711.56,428085.86,Insurance Revenue,DEPOSIT
2024-11-04,Bank Fee - Monthly Maintenance,CHK1000452,61.76,,428024.10,Bank Fees,WITHDRAWAL
2024-11-05,Utility Payment - Natural Gas,TXN1000453,1994.68,,426029.42,Utilities,WITHDRAWAL
2024-11-06,Insurance Reimbursement - Dental Benefits,ACH1000454,,4431.42,430460.84,Insurance Revenue,DEPOSIT
2024-11-08,Software Subscription - Microsoft Office,ACH1000455,360.82,,430100.02,Software Expense,WITHDRAWAL
2024-11-09,Tax Payment - Sales Tax,REF1000456,3153.54,,426946.48,Tax Payment,WITHDRAWAL
2024-11-11,Maintenance - Pest Control,TXN1000457,909.31,,426037.17,Maintenance,WITHDRAWAL
2024-11-13,Patient Payment - Emergency Room Visit,EFT1000458,,1062.59,427099.76,Patient Revenue,DEPOSIT
2024-11-14,Lab Revenue - Blood Tests,TXN1000459,,2067.49,429167.25,Lab Revenue,DEPOSIT
2024-11-15,Patient Payment - Outpatient Treatment,TXN1000460,,2445.88,431613.13,Patient Revenue,DEPOSIT
2024-11-17,Pharmacy Sales - Injectable Medications,TXN1000461,,2439.50,434052.63,Pharmacy Revenue,DEPOSIT
2024-11-19,Transfer - Emergency Fund,DEP1000462,5156.93,,428895.70,Transfer,TRANSFER
2024-11-22,Patient Payment - Dental Services,EFT1000463,,618.94,429514.64,Patient Revenue,DEPOSIT
2024-11-23,Bank Fee - Monthly Maintenance,TXN1000464,138.29,,429376.35,Bank Fees,WITHDRAWAL
2024-11-27,Lab Revenue - Pathology Services,REF1000465,,2806.72,432183.07,Lab Revenue,DEPOSIT
2024-11-29,Pharmacy Sales - Injectable Medications,EFT1000466,,1012.93,433196.00,Pharmacy Revenue,DEPOSIT
2024-11-30,Insurance Reimbursement - Blue Cross,ACH1000467,,634.37,433830.37,Insurance Revenue,DEPOSIT
2024-12-01,Medical Supplies - Bandages & Gauze,INV1000468,7441.95,,426388.42,Medical Supplies,WITHDRAWAL
2024-12-02,Insurance Reimbursement - Anthem,ACH1000469,,14841.94,441230.36,Insurance Revenue,DEPOSIT
2024-12-04,Staff Payroll - Security,TXN1000470,13671.12,,427559.24,Salary Expense,WITHDRAWAL
2024-12-05,Staff Payroll - Security,DEP1000471,6274.04,,421285.20,Salary Expense,WITHDRAWAL
2024-12-06,Patient Payment - Medication Dispensing,CHK1000472,,448.11,421733.31,Patient Revenue,DEPOSIT
2024-12-10,Utility Payment - Natural Gas,REF1000473,1937.20,,419796.11,Utilities,WITHDRAWAL
2024-12-11,Tax Payment - Payroll Tax,ACH1000474,8116.91,,411679.20,Tax Payment,WITHDRAWAL
2024-12-12,Maintenance - Equipment Calibration,ACH1000475,821.54,,410857.66,Maintenance,WITHDRAWAL
2024-12-15,Utility Payment - Internet & Phone,ACH1000476,2153.98,,408703.68,Utilities,WITHDRAWAL
2024-12-16,Insurance Reimbursement - Aetna,REF1000477,,6312.08,415015.76,Insurance Revenue,DEPOSIT
2024-12-17,Patient Payment - Lab Tests,TXN1000478,,1219.76,416235.52,Patient Revenue,DEPOSIT
2024-12-18,Patient Payment - Surgery Room,CHK1000479,,989.76,417225.28,Patient Revenue,DEPOSIT
2024-12-19,Transfer - Emergency Fund,EFT1000480,,14333.50,431558.78,Transfer,TRANSFER
2024-12-20,Medical Supplies - Syringes & Needles,INV1000481,2240.11,,429318.67,Medical Supplies,WITHDRAWAL
2024-12-22,Medical Equipment Purchase - X-Ray,REF1000482,2022.05,,427296.62,Equipment,WITHDRAWAL
2024-12-24,Lab Revenue - Microbiology Testing,EFT1000483,,542.17,427838.79,Lab Revenue,DEPOSIT
2024-12-25,Staff Payroll - Billing Department,EFT1000484,11283.48,,416555.31,Salary Expense,WITHDRAWAL
2024-12-26,Insurance Reimbursement - Medicaid,TXN1000485,,9412.07,425967.38,Insurance Revenue,DEPOSIT
2024-12-28,Patient Payment - Vaccination Services,EFT1000486,,425.30,426392.68,Patient Revenue,DEPOSIT
2025-01-01,Medical Supplies - Diagnostic Equipment,ACH1000487,3443.60,,422949.08,Medical Supplies,WITHDRAWAL
2025-01-03,Lab Revenue - Genetic Testing,DEP1000488,,2420.84,425369.92,Lab Revenue,DEPOSIT
2025-01-05,Insurance Reimbursement - Cigna,ACH1000489,,10364.96,435734.88,Insurance Revenue,DEPOSIT
2025-01-06,Patient Payment - Outpatient Treatment,EFT1000490,,1144.53,436879.41,Patient Revenue,DEPOSIT
