Date,Description,Reference,Debit,Credit,Balance,Category,TransactionType
2023-08-21,Heating and Cooling,WIR3000265,1967.66,,1006232.76,Utilities,WITHDRAWAL
2023-08-22,Allergy Testing Panel,EFT3000266,,2579.70,1008812.46,Lab Revenue,DEPOSIT
2023-08-28,Toxicology Screen,DEP3000267,,3088.64,1011901.10,Lab Revenue,DEPOSIT
2023-08-29,Drug Administration Fee,TXN3000268,,1560.29,1013461.39,Patient Revenue,DEPOSIT
2023-08-31,Reimbursement - Blue Cross Blue Shield,ACH3000269,,16206.84,1029668.23,Insurance Revenue,DEPOSIT
2023-09-01,Regulatory Filing Fee,EFT3000270,17836.99,,1011831.24,Tax Payment,WITHDRAWAL
2023-09-02,Advanced Wound Care,INV3000271,9592.61,,1002238.63,Medical Supplies,WITHDRAWAL
2023-09-03,Virtual Care Platform,REF3000272,3120.03,,999118.60,Software Expense,WITHDRAWAL
2023-09-04,Complete Blood Count Test,CHK3000273,,152.52,999271.12,Lab Revenue,DEPOSIT
2023-09-05,Urgent Care Visit,EFT3000274,,3376.92,1002648.04,Patient Revenue,DEPOSIT
2023-09-07,Reimbursement - Aetna Health,TXN3000275,,4446.00,1007094.04,Insurance Revenue,DEPOSIT
2023-09-08,Medical Doctor Compensation,INV3000276,18873.81,,988220.23,Salary Expense,WITHDRAWAL
2023-09-09,Imaging Center Payment,CHK3000277,,523.15,988743.38,Patient Revenue,DEPOSIT
2023-09-13,Billing and Coding Staff,WIR3000278,8402.71,,980340.67,Salary Expense,WITHDRAWAL
2023-09-15,Antibiotic Treatment,EFT3000279,,4279.68,984620.35,Pharmacy Revenue,DEPOSIT
2023-09-22,State Medicaid Program,WIR3000280,,11721.04,996341.39,Insurance Revenue,DEPOSIT
2023-09-25,Operating Room Bill,WIR3000281,,2590.42,998931.81,Patient Revenue,DEPOSIT
2023-09-28,Imaging Center Payment,ACH3000282,,843.51,999775.32,Patient Revenue,DEPOSIT
2023-09-29,Respiratory Support,WIR3000283,4625.88,,995149.44,Medical Supplies,WITHDRAWAL
2023-09-30,Emergency Room Charges,INV3000284,,894.86,996044.30,Patient Revenue,DEPOSIT
2023-10-01,Behavioral Health Reimbursement,TXN3000285,,2904.69,998948.99,Insurance Revenue,DEPOSIT
2023-10-02,Emergency Room Charges,CHK3000286,,559.00,999507.99,Patient Revenue,DEPOSIT
2023-10-03,Imaging Center Payment,EFT3000287,,3338.06,1002846.05,Patient Revenue,DEPOSIT
2023-10-04,Backup Generator Maintenance,INV3000288,1947.53,,1000898.52,Utilities,WITHDRAWAL
2023-10-07,Operating Room Bill,ACH3000289,,631.96,1001530.48,Patient Revenue,DEPOSIT
2023-10-09,Vaccination Administration,REF3000290,,1947.53,1003478.01,Patient Revenue,DEPOSIT
2023-10-11,Pharmaceutical Wholesale Markup,TXN3000291,,3334.98,1006812.99,Pharmacy Revenue,DEPOSIT
2023-10-12,Reimbursement - Cigna PPO,INV3000292,,23323.60,1030136.59,Insurance Revenue,DEPOSIT
2023-10-14,Controlled Substance Dispensing,INV3000293,,3084.38,1033220.97,Pharmacy Revenue,DEPOSIT
2023-10-16,Reimbursement - Blue Cross Blue Shield,BAL3000294,,5224.10,1038445.07,Insurance Revenue,DEPOSIT
2023-10-17,Emergency Room Charges,INV3000295,,2098.66,1040543.73,Patient Revenue,DEPOSIT
2023-10-22,Operating Room Bill,EFT3000296,,2887.90,1043431.63,Patient Revenue,DEPOSIT
2023-10-25,Emergency Room Charges,WIR3000297,,2859.60,1046291.23,Patient Revenue,DEPOSIT
2023-10-26,Virtual Care Platform,INV3000298,1498.91,,1044792.32,Software Expense,WITHDRAWAL
2023-10-30,Reimbursement - Humana Plus,WIR3000299,,24202.87,1068995.19,Insurance Revenue,DEPOSIT
2023-11-02,Emergency Power,REF3000300,4314.80,,1064680.39,Utilities,WITHDRAWAL
2023-11-05,Urgent Care Visit,WIR3000301,,1125.57,1065805.96,Patient Revenue,DEPOSIT
2023-11-08,Administrative Personnel,ACH3000302,16052.82,,1049753.14,Salary Expense,WITHDRAWAL
2023-11-09,Emergency Room Charges,ACH3000303,,763.53,1050516.67,Patient Revenue,DEPOSIT
2023-11-12,Emergency Room Charges,CHK3000304,,292.18,1050808.85,Patient Revenue,DEPOSIT
2023-11-14,IV Therapy Administration,EFT3000305,,492.33,1051301.18,Pharmacy Revenue,DEPOSIT
2023-11-15,Vaccination Administration,ACH3000306,,1493.84,1052795.02,Patient Revenue,DEPOSIT
2023-11-16,Physical Therapy Session,WIR3000307,,396.93,1053191.95,Patient Revenue,DEPOSIT
2023-11-17,Imaging Center Payment,CHK3000308,,223.52,1053415.47,Patient Revenue,DEPOSIT
2023-11-20,Imaging Equipment Lease,INV3000309,9724.42,,1043691.05,Rent Expense,WITHDRAWAL
2023-11-21,Vaccination Administration,WIR3000310,,257.82,1043948.87,Patient Revenue,DEPOSIT
2023-11-23,Billing and Coding Staff,ACH3000311,15920.91,,1028027.96,Salary Expense,WITHDRAWAL
2023-11-24,Reimbursement - United Healthcare,BAL3000312,,5364.84,1033392.80,Insurance Revenue,DEPOSIT
2023-11-27,Backup Generator Maintenance,BAL3000313,3483.21,,1029909.59,Utilities,WITHDRAWAL
2023-12-03,Behavioral Health Reimbursement,ACH3000314,,22359.68,1052269.27,Insurance Revenue,DEPOSIT
2023-12-04,Administrative Personnel,WIR3000315,8950.13,,1043319.14,Salary Expense,WITHDRAWAL
2023-12-08,Medical Lab Technician,BAL3000316,14023.67,,1029295.47,Salary Expense,WITHDRAWAL
2023-12-09,Laboratory Test Kits,TXN3000317,8567.57,,1020727.90,Medical Supplies,WITHDRAWAL
2023-12-10,Medical Doctor Compensation,WIR3000318,16520.89,,1004207.01,Salary Expense,WITHDRAWAL
2023-12-11,Reimbursement - Humana Plus,WIR3000319,,15258.57,1019465.58,Insurance Revenue,DEPOSIT
2023-12-12,Emergency Room Charges,ACH3000320,,730.51,1020196.09,Patient Revenue,DEPOSIT
2023-12-16,Clinical Fellow Stipend,TXN3000321,16139.17,,1004056.92,Salary Expense,WITHDRAWAL
2023-12-17,Reimbursement - Cigna PPO,CHK3000322,,19195.30,1023252.22,Insurance Revenue,DEPOSIT
2023-12-20,Environmental Services,WIR3000323,7188.01,,1016064.21,Salary Expense,WITHDRAWAL
2023-12-24,Vehicle Fleet Lease,WIR3000324,11758.89,,1004305.32,Rent Expense,WITHDRAWAL
2023-12-26,Campus Security,TXN3000325,12301.95,,992003.37,Salary Expense,WITHDRAWAL
2023-12-27,Consultation Fee,INV3000326,,2499.89,994503.26,Patient Revenue,DEPOSIT
2023-12-29,State Medicaid Program,WIR3000327,,15458.61,1009961.87,Insurance Revenue,DEPOSIT
2024-01-02,Consultation Fee,DEP3000328,,3498.72,1013460.59,Patient Revenue,DEPOSIT
2024-01-05,Point of Care Testing,DEP3000329,,470.70,1013931.29,Lab Revenue,DEPOSIT
2024-01-11,Diagnostic Services,BAL3000330,,1145.88,1015077.17,Patient Revenue,DEPOSIT
2024-01-14,Reimbursement - Blue Cross Blue Shield,DEP3000331,,16925.31,1032002.48,Insurance Revenue,DEPOSIT
2024-01-16,Comprehensive Metabolic Panel,DEP3000332,,2888.88,1034891.36,Lab Revenue,DEPOSIT
2024-01-17,Reimbursement - United Healthcare,REF3000333,,13757.33,1048648.69,Insurance Revenue,DEPOSIT
2024-01-18,Culture and Sensitivity,INV3000334,,1008.57,1049657.26,Lab Revenue,DEPOSIT
2024-01-20,Imaging Center Payment,EFT3000335,,712.80,1050370.06,Patient Revenue,DEPOSIT
2024-01-24,Dental Plan Reimbursement,BAL3000336,,13451.44,1063821.50,Insurance Revenue,DEPOSIT
2024-01-25,Thyroid Function Panel,TXN3000337,,4258.65,1068080.15,Lab Revenue,DEPOSIT
2024-01-26,Diagnostic Services,INV3000338,,2234.99,1070315.14,Patient Revenue,DEPOSIT
2024-01-27,Vaccination Administration,ACH3000339,,2154.40,1072469.54,Patient Revenue,DEPOSIT
2024-01-28,Health Records System License,DEP3000340,461.75,,1072007.79,Software Expense,WITHDRAWAL
2024-01-29,Surgical Adhesives,WIR3000341,8831.05,,1063176.74,Medical Supplies,WITHDRAWAL
2024-01-30,Respiratory Support,INV3000342,8633.44,,1054543.30,Medical Supplies,WITHDRAWAL
2024-01-31,Clinical Fellow Stipend,BAL3000343,5349.35,,1049193.95,Salary Expense,WITHDRAWAL
2024-02-03,Surgical Adhesives,ACH3000344,2656.01,,1046537.94,Medical Supplies,WITHDRAWAL
2024-02-06,Encrypted Data Backup,ACH3000345,2182.11,,1044355.83,Software Expense,WITHDRAWAL
2024-02-07,Information Technology,BAL3000346,11667.55,,1032688.28,Salary Expense,WITHDRAWAL
2024-02-08,Allergy Testing Panel,INV3000347,,238.41,1032926.69,Lab Revenue,DEPOSIT
2024-02-09,Toxicology Screen,REF3000348,,523.52,1033450.21,Lab Revenue,DEPOSIT
2024-02-10,Surgical Robot System,CHK3000349,37815.28,,995634.93,Equipment,WITHDRAWAL
2024-02-12,Quarterly Tax Estimate,DEP3000350,12075.65,,983559.28,Tax Payment,WITHDRAWAL
2024-02-13,Surgical Adhesives,INV3000351,7162.15,,976397.13,Medical Supplies,WITHDRAWAL
2024-02-15,Culture and Sensitivity,WIR3000352,,4666.87,981064.00,Lab Revenue,DEPOSIT
2024-02-16,Campus Security,BAL3000353,13103.33,,967960.67,Salary Expense,WITHDRAWAL
2024-02-24,Urgent Care Visit,BAL3000354,,1698.01,969658.68,Patient Revenue,DEPOSIT
2024-02-27,Strategic Reserve Funding,DEP3000355,,21349.85,991008.53,Transfer,TRANSFER
2024-02-28,Hypodermic Needles and Syringes,DEP3000356,5309.33,,985699.20,Medical Supplies,WITHDRAWAL
2024-02-29,Medical Lab Technician,INV3000357,13232.16,,972467.04,Salary Expense,WITHDRAWAL
2024-03-01,Patient Balance Settlement,REF3000358,,2743.51,975210.55,Patient Revenue,DEPOSIT
2024-03-03,Reimbursement - Anthem Select,INV3000359,,15783.39,990993.94,Insurance Revenue,DEPOSIT
2024-03-04,Tissue Sample Analysis,DEP3000360,,2229.45,993223.39,Lab Revenue,DEPOSIT
2024-03-05,Respiratory Support,ACH3000361,9874.59,,983348.80,Medical Supplies,WITHDRAWAL
2024-03-10,Plumbing System Service,EFT3000362,3488.36,,979860.44,Maintenance,WITHDRAWAL
2024-03-13,Dental Plan Reimbursement,REF3000363,,23440.00,1003300.44,Insurance Revenue,DEPOSIT
2024-03-16,Culture and Sensitivity,CHK3000364,,3267.06,1006567.50,Lab Revenue,DEPOSIT
2024-03-17,Emergency Room Charges,REF3000365,,640.58,1007208.08,Patient Revenue,DEPOSIT
2024-03-21,Medical Lab Technician,REF3000366,12348.83,,994859.25,Salary Expense,WITHDRAWAL
2024-03-25,Visiting Specialist Fees,REF3000367,7999.46,,986859.79,Salary Expense,WITHDRAWAL
2024-03-26,Nursing Staff Payroll,CHK3000368,12909.82,,973949.97,Salary Expense,WITHDRAWAL
2024-03-29,Reimbursement - Aetna Health,WIR3000369,,23678.78,997628.75,Insurance Revenue,DEPOSIT
2024-03-30,Reimbursement - Humana Plus,CHK3000370,,8068.87,1005697.62,Insurance Revenue,DEPOSIT
2024-03-31,Backup Generator Maintenance,INV3000371,1788.32,,1003909.30,Utilities,WITHDRAWAL
2024-04-01,Surgical Instrument Packs,REF3000372,3268.39,,1000640.91,Medical Supplies,WITHDRAWAL
2024-04-02,Dental Plan Reimbursement,REF3000373,,13248.95,1013889.86,Insurance Revenue,DEPOSIT
2024-04-03,Primary Facility Lease,INV3000374,9533.29,,1004356.57,Rent Expense,WITHDRAWAL
2024-04-06,Culture and Sensitivity,CHK3000375,,1985.70,1006342.27,Lab Revenue,DEPOSIT
2024-04-07,Reimbursement - Cigna PPO,DEP3000376,,19644.13,1025986.40,Insurance Revenue,DEPOSIT
2024-04-09,Antibiotic Treatment,WIR3000377,,4806.57,1030792.97,Pharmacy Revenue,DEPOSIT
2024-04-12,Medicare Part B Claim,DEP3000378,,14830.69,1045623.66,Insurance Revenue,DEPOSIT
2024-04-16,Physical Therapy Session,DEP3000379,,602.62,1046226.28,Patient Revenue,DEPOSIT
2024-04-17,Operating Room Bill,REF3000380,,2034.94,1048261.22,Patient Revenue,DEPOSIT
2024-04-19,Immunization Services,REF3000381,,6119.56,1054380.78,Pharmacy Revenue,DEPOSIT
2024-04-20,Consultation Fee,EFT3000382,,2474.30,1056855.08,Patient Revenue,DEPOSIT
2024-04-23,Consultation Fee,TXN3000383,,392.61,1057247.69,Patient Revenue,DEPOSIT
2024-04-25,Patient Beds and Mattresses,ACH3000384,4797.96,,1052449.73,Medical Supplies,WITHDRAWAL
2024-04-27,Urgent Care Visit,REF3000385,,388.08,1052837.81,Patient Revenue,DEPOSIT
2024-04-28,Tissue Sample Analysis,TXN3000386,,4316.96,1057154.77,Lab Revenue,DEPOSIT
2024-04-29,Over-the-Counter Sales,BAL3000387,,4711.73,1061866.50,Pharmacy Revenue,DEPOSIT
2024-05-03,Advanced Wound Care,DEP3000388,1956.61,,1059909.89,Medical Supplies,WITHDRAWAL
2024-05-05,Quality Assurance Testing,EFT3000389,,4636.13,1064546.02,Lab Revenue,DEPOSIT
2024-05-07,Drug Administration Fee,BAL3000390,,1351.00,1065897.02,Patient Revenue,DEPOSIT
2024-05-08,Lift System Maintenance,REF3000391,1350.57,,1064546.45,Maintenance,WITHDRAWAL
2024-05-11,Information Technology,INV3000392,18956.76,,1045589.69,Salary Expense,WITHDRAWAL
2024-05-13,Physical Therapy Session,INV3000393,,1239.61,1046829.30,Patient Revenue,DEPOSIT
2024-05-16,Reimbursement - Blue Cross Blue Shield,ACH3000394,,10246.48,1057075.78,Insurance Revenue,DEPOSIT
2024-05-18,Clinical Fellow Stipend,INV3000395,17202.79,,1039872.99,Salary Expense,WITHDRAWAL
2024-05-19,Physical Therapy Session,WIR3000396,,2698.18,1042571.17,Patient Revenue,DEPOSIT
2024-05-20,Emergency Room Charges,BAL3000397,,1343.12,1043914.29,Patient Revenue,DEPOSIT
2024-05-21,Dental Plan Reimbursement,DEP3000398,,1478.71,1045393.00,Insurance Revenue,DEPOSIT
2024-05-22,Medical Oxygen Supply,EFT3000399,2932.30,,1042460.70,Utilities,WITHDRAWAL
2024-05-23,Reimbursement - Cigna PPO,EFT3000400,,6615.91,1049076.61,Insurance Revenue,DEPOSIT
2024-05-31,Telehealth Infrastructure,REF3000401,9411.01,,1039665.60,Rent Expense,WITHDRAWAL
2024-06-02,Dental Plan Reimbursement,TXN3000402,,18048.62,1057714.22,Insurance Revenue,DEPOSIT
2024-06-03,Point of Care Testing,EFT3000403,,3615.35,1061329.57,Lab Revenue,DEPOSIT
2024-06-05,Urgent Care Visit,ACH3000404,,2963.20,1064292.77,Patient Revenue,DEPOSIT
2024-06-07,Complete Blood Count Test,WIR3000405,,4308.24,1068601.01,Lab Revenue,DEPOSIT
2024-06-08,Campus Security,TXN3000406,7771.34,,1060829.67,Salary Expense,WITHDRAWAL
2024-06-10,Plumbing System Service,BAL3000407,3467.08,,1057362.59,Maintenance,WITHDRAWAL
2024-06-14,Reimbursement - Cigna PPO,INV3000408,,1893.59,1059256.18,Insurance Revenue,DEPOSIT
2024-06-15,Campus Security,REF3000409,15683.35,,1043572.83,Salary Expense,WITHDRAWAL
2024-06-19,Billing and Coding Staff,WIR3000410,6606.44,,1036966.39,Salary Expense,WITHDRAWAL
2024-06-21,Dental Plan Reimbursement,ACH3000411,,12251.18,1049217.57,Insurance Revenue,DEPOSIT
2024-06-22,Urgent Care Visit,CHK3000412,,918.16,1050135.73,Patient Revenue,DEPOSIT
2024-06-24,Reimbursement - Aetna Health,INV3000413,,5611.82,1055747.55,Insurance Revenue,DEPOSIT
2024-06-26,Urgent Care Visit,TXN3000414,,1483.21,1057230.76,Patient Revenue,DEPOSIT
2024-06-27,Antivirus and Malware,BAL3000415,1225.50,,1056005.26,Software Expense,WITHDRAWAL
2024-06-29,Operating Room Bill,REF3000416,,424.04,1056429.30,Patient Revenue,DEPOSIT
2024-06-30,Specialty Drug Sales,WIR3000417,,5048.86,1061478.16,Pharmacy Revenue,DEPOSIT
2024-07-03,Lift System Maintenance,EFT3000418,4672.03,,1056806.13,Maintenance,WITHDRAWAL
2024-07-05,Billing and Coding Staff,BAL3000419,15046.43,,1041759.70,Salary Expense,WITHDRAWAL
2024-07-06,Reimbursement - Blue Cross Blue Shield,EFT3000420,,15866.78,1057626.48,Insurance Revenue,DEPOSIT
2024-07-07,Diagnostic Services,INV3000421,,1441.40,1059067.88,Patient Revenue,DEPOSIT
2024-07-09,Drape and Covering Supplies,REF3000422,8937.69,,1050130.19,Medical Supplies,WITHDRAWAL
2024-07-12,Water Treatment Services,CHK3000423,3465.00,,1046665.19,Utilities,WITHDRAWAL
2024-07-13,Consultation Fee,BAL3000424,,2591.02,1049256.21,Patient Revenue,DEPOSIT
2024-07-14,IV Therapy Administration,DEP3000425,,3861.77,1053117.98,Pharmacy Revenue,DEPOSIT
2024-07-15,Antivirus and Malware,CHK3000426,501.71,,1052616.27,Software Expense,WITHDRAWAL
2024-07-19,Controlled Substance Dispensing,ACH3000427,,554.39,1053170.66,Pharmacy Revenue,DEPOSIT
2024-07-21,Thyroid Function Panel,DEP3000428,,1434.58,1054605.24,Lab Revenue,DEPOSIT
2024-07-24,Imaging Center Payment,DEP3000429,,2387.20,1056992.44,Patient Revenue,DEPOSIT
2024-07-25,Patient Balance Settlement,WIR3000430,,1127.55,1058119.99,Patient Revenue,DEPOSIT
2024-07-27,Dental Plan Reimbursement,INV3000431,,20948.87,1079068.86,Insurance Revenue,DEPOSIT
2024-07-29,Compressed Air Systems,ACH3000432,3634.83,,1075434.03,Utilities,WITHDRAWAL
2024-08-01,Environmental Services,BAL3000433,8936.54,,1066497.49,Salary Expense,WITHDRAWAL
2024-08-02,Reimbursement - Anthem Select,TXN3000434,,10839.95,1077337.44,Insurance Revenue,DEPOSIT
2024-08-04,Injectable Medication Sales,CHK3000435,,6540.94,1083878.38,Pharmacy Revenue,DEPOSIT
2024-08-07,Thyroid Function Panel,TXN3000436,,1991.98,1085870.36,Lab Revenue,DEPOSIT
2024-08-08,Patient Beds and Mattresses,TXN3000437,5060.62,,1080809.74,Medical Supplies,WITHDRAWAL
2024-08-09,Tax Year Settlement,INV3000438,9784.67,,1071025.07,Tax Payment,WITHDRAWAL
2024-08-13,Consultation Fee,BAL3000439,,1048.82,1072073.89,Patient Revenue,DEPOSIT
2024-08-14,Operating Room Bill,BAL3000440,,236.30,1072310.19,Patient Revenue,DEPOSIT
2024-08-15,Surgical Robot System,DEP3000441,21564.04,,1050746.15,Equipment,WITHDRAWAL
2024-08-19,Surgical Equipment Rental,WIR3000442,11366.40,,1039379.75,Rent Expense,WITHDRAWAL
2024-08-25,Billing and Coding Staff,INV3000443,16361.63,,1023018.12,Salary Expense,WITHDRAWAL
2024-08-28,Operating Room Bill,EFT3000444,,3472.08,1026490.20,Patient Revenue,DEPOSIT
2024-08-29,State Income Withholding,EFT3000445,3842.77,,1022647.43,Tax Payment,WITHDRAWAL
2024-08-30,Drug Administration Fee,CHK3000446,,778.45,1023425.88,Patient Revenue,DEPOSIT
2024-08-31,Patient Beds and Mattresses,TXN3000447,4802.92,,1018622.96,Medical Supplies,WITHDRAWAL
2024-09-02,Sample Management,ACH3000448,1631.52,,1016991.44,Software Expense,WITHDRAWAL
2024-09-06,Emergency Room Charges,ACH3000449,,2342.52,1019333.96,Patient Revenue,DEPOSIT
2024-09-07,Culture and Sensitivity,INV3000450,,3290.46,1022624.42,Lab Revenue,DEPOSIT
2024-09-08,Reimbursement - Blue Cross Blue Shield,ACH3000451,,15648.48,1038272.90,Insurance Revenue,DEPOSIT
2024-09-13,Advanced Genomic Testing,TXN3000452,,4541.32,1042814.22,Lab Revenue,DEPOSIT
2024-09-15,Clinical Fellow Stipend,REF3000453,13688.33,,1029125.89,Salary Expense,WITHDRAWAL
2024-09-16,Tissue Sample Analysis,DEP3000454,,1801.59,1030927.48,Lab Revenue,DEPOSIT
2024-09-18,Prescription Filling Revenue,EFT3000455,,254.21,1031181.69,Pharmacy Revenue,DEPOSIT
2024-09-24,Emergency Room Charges,TXN3000456,,2608.88,1033790.57,Patient Revenue,DEPOSIT
2024-09-25,Dental Plan Reimbursement,ACH3000457,,7589.85,1041380.42,Insurance Revenue,DEPOSIT
2024-09-29,Diagnostic Services,EFT3000458,,2565.65,1043946.07,Patient Revenue,DEPOSIT
2024-09-30,Reimbursement - Aetna Health,ACH3000459,,1943.32,1045889.39,Insurance Revenue,DEPOSIT
2024-10-01,Reimbursement - Anthem Select,ACH3000460,,2555.47,1048444.86,Insurance Revenue,DEPOSIT
2024-10-02,Consultation Fee,EFT3000461,,2511.16,1050956.02,Patient Revenue,DEPOSIT
2024-10-05,Antibiotic Treatment,ACH3000462,,418.12,1051374.14,Pharmacy Revenue,DEPOSIT
2024-10-07,Reimbursement - Aetna Health,TXN3000463,,1747.96,1053122.10,Insurance Revenue,DEPOSIT
2024-10-09,Over-the-Counter Sales,TXN3000464,,361.98,1053484.08,Pharmacy Revenue,DEPOSIT
2024-10-10,Emergency Room Charges,TXN3000465,,3152.55,1056636.63,Patient Revenue,DEPOSIT
2024-10-13,Tissue Sample Analysis,INV3000466,,1752.22,1058388.85,Lab Revenue,DEPOSIT
2024-10-15,Foundation and Structure,REF3000467,1526.63,,1056862.22,Maintenance,WITHDRAWAL
2024-10-16,Advanced Wound Care,BAL3000468,1029.37,,1055832.85,Medical Supplies,WITHDRAWAL
2024-10-20,Patient Balance Settlement,TXN3000469,,3120.17,1058953.02,Patient Revenue,DEPOSIT
2024-10-23,Comprehensive Metabolic Panel,WIR3000470,,2026.11,1060979.13,Lab Revenue,DEPOSIT
2024-10-25,Surgical Adhesives,DEP3000471,6492.31,,1054486.82,Medical Supplies,WITHDRAWAL
2024-10-27,Reimbursement - Cigna PPO,REF3000472,,13529.21,1068016.03,Insurance Revenue,DEPOSIT
2024-11-02,Information Technology,DEP3000473,8191.57,,1059824.46,Salary Expense,WITHDRAWAL
2024-11-03,Consultation Fee,TXN3000474,,1310.86,1061135.32,Patient Revenue,DEPOSIT
2024-11-05,Lift System Maintenance,EFT3000475,2618.35,,1058516.97,Maintenance,WITHDRAWAL
2024-11-06,Advanced Ultrasound Machine,EFT3000476,3704.54,,1054812.43,Equipment,WITHDRAWAL
2024-11-07,Real Estate Tax,REF3000477,13627.96,,1041184.47,Tax Payment,WITHDRAWAL
2024-11-09,Environmental Services,INV3000478,13304.35,,1027880.12,Salary Expense,WITHDRAWAL
2024-11-10,Over-the-Counter Sales,REF3000479,,5613.88,1033494.00,Pharmacy Revenue,DEPOSIT
2024-11-12,Comprehensive Metabolic Panel,INV3000480,,2487.84,1035981.84,Lab Revenue,DEPOSIT
2024-11-13,Medical Oxygen Supply,EFT3000481,4079.67,,1031902.17,Utilities,WITHDRAWAL
2024-11-14,Primary Facility Lease,ACH3000482,10195.74,,1021706.43,Rent Expense,WITHDRAWAL
2024-11-17,Reimbursement - Humana Plus,DEP3000483,,20896.68,1042603.11,Insurance Revenue,DEPOSIT
2024-11-18,Emergency Room Charges,CHK3000484,,937.42,1043540.53,Patient Revenue,DEPOSIT
2024-11-19,Operating Reserve Transfer,ACH3000485,,11740.73,1055281.26,Transfer,TRANSFER
2024-11-20,Patient Balance Settlement,EFT3000486,,1452.38,1056733.64,Patient Revenue,DEPOSIT
2024-11-22,Patient Balance Settlement,TXN3000487,,3195.84,1059929.48,Patient Revenue,DEPOSIT
2024-11-23,Patient Balance Settlement,BAL3000488,,1070.90,1061000.38,Patient Revenue,DEPOSIT
2024-11-25,Patient Balance Settlement,CHK3000489,,3060.11,1064060.49,Patient Revenue,DEPOSIT
2024-11-26,Regulatory Filing Fee,ACH3000490,19939.21,,1044121.28,Tax Payment,WITHDRAWAL
2024-11-27,Network and Internet,INV3000491,2591.10,,1041530.18,Utilities,WITHDRAWAL
2024-11-28,Toxicology Screen,EFT3000492,,567.34,1042097.52,Lab Revenue,DEPOSIT
2024-12-01,Over-the-Counter Sales,DEP3000493,,637.94,1042735.46,Pharmacy Revenue,DEPOSIT
2024-12-02,Medical Doctor Compensation,ACH3000494,17844.70,,1024890.76,Salary Expense,WITHDRAWAL
2024-12-03,Diagnostic Services,ACH3000495,,3064.24,1027955.00,Patient Revenue,DEPOSIT
2024-12-08,Drug Administration Fee,INV3000496,,2466.50,1030421.50,Patient Revenue,DEPOSIT
2024-12-09,Emergency Room Charges,ACH3000497,,782.07,1031203.57,Patient Revenue,DEPOSIT
2024-12-10,Operating Room Bill,CHK3000498,,2919.46,1034123.03,Patient Revenue,DEPOSIT
2024-12-12,Drug Administration Fee,BAL3000499,,2823.48,1036946.51,Patient Revenue,DEPOSIT
2024-12-15,Culture and Sensitivity,BAL3000500,,4266.82,1041213.33,Lab Revenue,DEPOSIT
2024-12-17,Drape and Covering Supplies,DEP3000501,7050.26,,1034163.07,Medical Supplies,WITHDRAWAL
2024-12-20,IV Therapy Administration,WIR3000502,,1468.83,1035631.90,Pharmacy Revenue,DEPOSIT
2024-12-21,Social Security Tax,INV3000503,4465.94,,1031165.96,Tax Payment,WITHDRAWAL
2024-12-22,Real Estate Tax,BAL3000504,14399.98,,1016765.98,Tax Payment,WITHDRAWAL
2024-12-23,Imaging Center Payment,EFT3000505,,1815.13,1018581.11,Patient Revenue,DEPOSIT
2024-12-24,Pathology Microscope,REF3000506,20940.62,,997640.49,Equipment,WITHDRAWAL
2024-12-26,Advanced Wound Care,REF3000507,9103.79,,988536.70,Medical Supplies,WITHDRAWAL
2024-12-27,Archive Storage Rental,WIR3000508,7155.05,,981381.65,Rent Expense,WITHDRAWAL
2024-12-28,Operating Room Bill,REF3000509,,3301.67,984683.32,Patient Revenue,DEPOSIT
2024-12-30,Complete Blood Count Test,ACH3000510,,1320.98,986004.30,Lab Revenue,DEPOSIT
2025-01-02,Physical Therapy Session,EFT3000511,,2719.79,988724.09,Patient Revenue,DEPOSIT
2025-01-05,Reimbursement - Humana Plus,INV3000512,,7408.64,996132.73,Insurance Revenue,DEPOSIT
2025-01-08,Reimbursement - Blue Cross Blue Shield,ACH3000513,,24672.63,1020805.36,Insurance Revenue,DEPOSIT
2025-01-11,Controlled Substance Dispensing,REF3000514,,5089.91,1025895.27,Pharmacy Revenue,DEPOSIT
2025-01-14,Vaccination Administration,DEP3000515,,3238.63,1029133.90,Patient Revenue,DEPOSIT
2025-01-15,Medicare Part B Claim,CHK3000516,,17148.99,1046282.89,Insurance Revenue,DEPOSIT
2025-01-18,Billing and Coding Staff,DEP3000517,9572.98,,1036709.91,Salary Expense,WITHDRAWAL
2025-01-20,Expansion Initiative,INV3000518,20212.95,,1016496.96,Transfer,TRANSFER
2025-01-22,Vaccination Administration,DEP3000519,,835.63,1017332.59,Patient Revenue,DEPOSIT
2025-01-25,Reimbursement - Aetna Health,REF3000520,,6082.05,1023414.64,Insurance Revenue,DEPOSIT
2025-01-26,Behavioral Health Reimbursement,CHK3000521,,14312.84,1037727.48,Insurance Revenue,DEPOSIT
2025-01-30,Lift System Maintenance,WIR3000522,866.72,,1036860.76,Maintenance,WITHDRAWAL
2025-01-31,Pest Control Treatment,TXN3000523,4576.52,,1032284.24,Maintenance,WITHDRAWAL
2025-02-01,Reimbursement - Cigna PPO,CHK3000524,,10216.69,1042500.93,Insurance Revenue,DEPOSIT
2025-02-03,Imaging Center Payment,CHK3000525,,385.61,1042886.54,Patient Revenue,DEPOSIT
2025-02-05,Laboratory Test Kits,CHK3000526,9752.90,,1033133.64,Medical Supplies,WITHDRAWAL
2025-02-06,Reimbursement - Humana Plus,INV3000527,,19213.62,1052347.26,Insurance Revenue,DEPOSIT
